config_name,mcts_simulations,env_max_moves,no_progress_plies,draw_penalty,mcts_draw_value,iteration,timestamp,p1_wins,p2_wins,draws,p1_win_rate,p2_win_rate,draw_rate,avg_game_length,move_mapping_failures,total_loss,value_loss,policy_loss,buffer_size,elapsed_time_s
phased_curriculum,200,150,80,0.0,0.0,1,2026-01-01 16:45:03,10,10,10,0.3333333333333333,0.3333333333333333,0.3333333333333333,85.8,0,4.890165710449219,0.42372227311134336,4.46644344329834,2574,414.3685004711151
phased_curriculum,200,150,80,0.0,0.0,2,2026-01-01 16:54:21,4,6,20,0.13333333333333333,0.2,0.6666666666666666,114.0,0,3.538476085662842,0.24788322448730468,3.2905928611755373,5994,558.1218314170837
phased_curriculum,200,150,80,0.0,0.0,3,2026-01-01 17:06:09,4,0,26,0.13333333333333333,0.0,0.8666666666666667,124.66666666666667,0,2.7793217658996583,0.1975114554166794,2.5818103313446046,9734,708.5996725559235
phased_curriculum,200,150,80,0.0,0.0,4,2026-01-01 17:16:09,3,4,23,0.1,0.13333333333333333,0.7666666666666667,115.76666666666667,0,2.1463879585266112,0.16602576076984404,1.9803622007369994,13207,600.0753858089447
phased_curriculum,200,150,80,0.0,0.0,5,2026-01-01 17:26:04,2,4,24,0.06666666666666667,0.13333333333333333,0.8,118.23333333333333,0,1.8102329969406128,0.15571690499782562,1.6545161008834839,16754,595.0524837970734
phased_curriculum,200,150,80,0.0,0.0,6,2026-01-01 17:36:37,2,3,25,0.06666666666666667,0.1,0.8333333333333334,121.36666666666666,0,1.5766742467880248,0.13693043887615203,1.4397438049316407,20395,630.7688710689545
phased_curriculum,200,150,80,0.0,0.0,7,2026-01-01 17:45:59,6,4,20,0.2,0.13333333333333333,0.6666666666666666,111.2,0,1.3369221925735473,0.1142717719078064,1.222650408744812,23731,562.1620593070984
phased_curriculum,200,150,80,0.0,0.0,8,2026-01-01 17:58:40,1,0,29,0.03333333333333333,0.0,0.9666666666666667,137.5,0,1.2281652212142944,0.11540428400039673,1.1127609372138978,27856,761.343540430069
phased_curriculum,200,150,80,0.0,0.0,9,2026-01-01 18:11:01,6,2,22,0.2,0.06666666666666667,0.7333333333333333,117.0,0,1.22190580368042,0.11967742741107941,1.1022283673286437,31366,740.5439805984497
phased_curriculum,200,150,80,0.0,0.0,10,2026-01-01 18:24:04,6,1,23,0.2,0.03333333333333333,0.7666666666666667,118.76666666666667,0,1.194870400428772,0.11601785570383072,1.0788525819778443,34929,783.0208361148834
phased_curriculum,200,150,80,0.0,0.0,11,2026-01-01 18:38:19,1,3,26,0.03333333333333333,0.1,0.8666666666666667,129.0,0,1.012512493133545,0.09367959201335907,0.9188328981399536,38799,852.170601606369
phased_curriculum,200,100,60,0.0,0.0,12,2026-01-01 18:51:56,5,2,23,0.16666666666666666,0.06666666666666667,0.7666666666666667,89.8,0,0.9556593775749207,0.10745622217655182,0.8482031464576721,37623,533.0063605308533
phased_curriculum,200,100,60,0.0,0.0,13,2026-01-01 18:59:08,6,3,21,0.2,0.1,0.7,84.96666666666667,0,1.0089653134346008,0.10279216170310974,0.9061731457710266,40172,432.68360781669617
phased_curriculum,200,100,60,0.0,0.0,14,2026-01-01 19:08:25,4,0,26,0.13333333333333333,0.0,0.8666666666666667,94.46666666666667,0,0.9958181023597718,0.11107810586690903,0.8847400069236755,43006,556.486576795578
phased_curriculum,200,100,60,0.0,0.0,15,2026-01-01 19:16:54,5,2,23,0.16666666666666666,0.06666666666666667,0.7666666666666667,89.2,0,0.8992156863212586,0.09352756142616273,0.8056881189346313,45682,509.20917677879333
phased_curriculum,200,100,60,0.0,0.0,16,2026-01-01 19:25:51,3,1,26,0.1,0.03333333333333333,0.8666666666666667,94.9,0,0.889220130443573,0.10458938628435135,0.7846307516098022,48529,533.669563293457
phased_curriculum,200,100,60,0.0,0.0,17,2026-01-01 19:33:52,2,3,25,0.06666666666666667,0.1,0.8333333333333334,92.83333333333333,0,0.8994592428207397,0.0855974942445755,0.8138617396354675,50000,480.3234910964966
phased_curriculum,200,100,60,0.0,0.0,18,2026-01-01 19:42:23,3,2,25,0.1,0.06666666666666667,0.8333333333333334,92.36666666666666,0,0.8772660493850708,0.08704911172389984,0.7902169346809387,50000,511.06792068481445
phased_curriculum,200,100,60,0.0,0.0,19,2026-01-01 19:51:24,1,0,29,0.03333333333333333,0.0,0.9666666666666667,99.93333333333334,0,0.8069995999336242,0.07470246702432633,0.732297146320343,50000,540.8903892040253
phased_curriculum,200,100,60,0.0,0.0,20,2026-01-01 20:05:12,4,0,26,0.13333333333333333,0.0,0.8666666666666667,95.16666666666667,0,0.8541244387626648,0.09617888182401657,0.7579455614089966,48537,507.6249907016754
phased_curriculum,400,120,60,0.0,0.0,21,2026-01-01 20:27:32,5,0,25,0.16666666666666666,0.0,0.8333333333333334,110.1,0,0.7646561622619629,0.07969325110316276,0.6849629163742066,50000,1335.584759235382
phased_curriculum,400,120,60,0.0,0.0,22,2026-01-01 20:47:48,4,2,24,0.13333333333333333,0.06666666666666667,0.8,104.43333333333334,0,0.8046152472496033,0.07803651839494705,0.7265787363052368,50000,1215.8462498188019
phased_curriculum,400,120,60,0.0,0.0,23,2026-01-01 21:06:59,8,0,22,0.26666666666666666,0.0,0.7333333333333333,101.13333333333334,0,0.7989865660667419,0.0845226913690567,0.7144638776779175,50000,1151.2594373226166
