Episode,Side,Opponent,Result,Reward,Steps,P1_WinRate,P2_WinRate,vsRandom_WinRate,Loss,Epsilon,LR,MaxQ,AvgQ
2110,Blk (P2),Random,WIN ,1.0300,41,49.0,59.0,88.0,0.01948,0.2523,5.00e-07,0.00,0.00
2120,Red (P1),Self-Play,LOSS,-0.0240,38,47.0,59.0,88.0,0.01936,0.2516,5.00e-07,0.00,0.00
2130,Blk (P2),Self-Play,LOSS,-0.0510,100,43.0,59.0,88.0,0.02004,0.2509,5.00e-07,0.00,0.00
2140,Red (P1),Pool: gen8_mirror.pth,LOSS,-0.0200,48,44.0,60.0,88.0,0.01973,0.2502,5.00e-07,0.00,0.00
2150,Blk (P2),Self-Play,LOSS,-0.1950,244,43.0,59.0,88.0,0.02175,0.2495,5.00e-07,11.14,1.59
2160,Blk (P2),Self-Play,DRAW,-0.4440,500,43.0,59.0,89.0,0.02020,0.2488,5.00e-07,0.00,0.00
2170,Red (P1),Random,WIN ,1.0250,39,45.0,60.0,89.0,0.02111,0.2481,5.00e-07,0.00,0.00
2180,Red (P1),Self-Play,LOSS,-0.0090,58,43.0,58.0,89.0,0.01991,0.2474,5.00e-07,0.00,0.00
2190,Blk (P2),Random,WIN ,1.0160,41,42.0,57.0,89.0,0.02207,0.2467,5.00e-07,0.00,0.00
2200,Red (P1),Pool: gen9_titan.pth,DRAW,-0.4370,500,42.0,58.0,89.0,0.02249,0.2460,5.00e-07,11.58,1.58
2210,Red (P1),Random,WIN ,1.0010,77,40.0,57.0,88.0,0.02198,0.2453,5.00e-07,0.00,0.00
2220,Blk (P2),Random,WIN ,1.0070,42,40.0,57.0,89.0,0.02322,0.2446,5.00e-07,0.00,0.00
2230,Red (P1),Pool: gen8_titan.pth,LOSS,-0.0370,45,40.0,54.0,89.0,0.02333,0.2439,5.00e-07,0.00,0.00
2240,Red (P1),Self-Play,LOSS,-0.0350,56,42.0,54.0,89.0,0.02321,0.2432,5.00e-07,0.00,0.00
2250,Red (P1),Pool: gen9_titan.pth,LOSS,-0.2360,292,41.0,54.0,89.0,0.02220,0.2425,5.00e-07,10.90,2.43
2260,Blk (P2),Self-Play,WIN ,1.0190,45,42.0,55.0,89.0,0.02381,0.2418,5.00e-07,0.00,0.00
2270,Red (P1),Random,WIN ,1.0180,39,40.0,55.0,89.0,0.02597,0.2411,5.00e-07,0.00,0.00
2280,Blk (P2),Pool: gen8_mirror.pth,WIN ,1.0100,47,37.0,54.0,89.0,0.02564,0.2404,5.00e-07,0.00,0.00
2290,Red (P1),Pool: gen8_mirror.pth,WIN ,1.0050,59,37.0,53.0,89.0,0.02817,0.2397,5.00e-07,0.00,0.00
2300,Red (P1),Pool: gen9_titan.pth,LOSS,-0.0770,112,37.0,55.0,89.0,0.02645,0.2390,5.00e-07,11.44,2.50
2310,Red (P1),Pool: gen9_champion.pth,WIN ,0.8350,243,37.0,52.0,89.0,0.02662,0.2383,5.00e-07,0.00,0.00
2320,Blk (P2),Self-Play,DRAW,-0.4510,500,37.0,51.0,89.0,0.02769,0.2376,5.00e-07,0.00,0.00
2330,Red (P1),Self-Play,DRAW,-0.4720,500,37.0,51.0,89.0,0.02656,0.2369,5.00e-07,0.00,0.00
2340,Red (P1),Random,WIN ,1.0040,67,37.0,52.0,89.0,0.02794,0.2362,5.00e-07,0.00,0.00
2350,Red (P1),Random,WIN ,1.0410,37,38.0,49.0,89.0,0.02592,0.2355,5.00e-07,12.04,2.58
2360,Blk (P2),Random,LOSS,-0.0840,140,36.0,51.0,89.0,0.02798,0.2348,5.00e-07,0.00,0.00
2370,Red (P1),Random,WIN ,1.0190,45,34.0,52.0,89.0,0.02774,0.2341,5.00e-07,0.00,0.00
2380,Blk (P2),Random,WIN ,1.0270,51,34.0,54.0,89.0,0.02729,0.2334,5.00e-07,0.00,0.00
2390,Red (P1),Random,WIN ,1.0280,43,33.0,54.0,88.0,0.02875,0.2327,5.00e-07,0.00,0.00
2400,Blk (P2),Pool: gen8_titan.pth,WIN ,0.8810,197,36.0,53.0,89.0,0.03006,0.2320,5.00e-07,12.39,2.63
2410,Blk (P2),Self-Play,LOSS,-0.0900,118,34.0,52.0,89.0,0.02987,0.2313,5.00e-07,0.00,0.00
2420,Blk (P2),Random,WIN ,0.9960,61,37.0,51.0,90.0,0.02922,0.2306,5.00e-07,0.00,0.00
2430,Red (P1),Self-Play,LOSS,-0.1220,192,35.0,52.0,89.0,0.03223,0.2299,5.00e-07,0.00,0.00
2440,Blk (P2),Self-Play,LOSS,-0.0390,74,34.0,49.0,89.0,0.03230,0.2292,5.00e-07,0.00,0.00
2450,Blk (P2),Pool: gen9_champion.pth,LOSS,-0.1160,172,33.0,47.0,89.0,0.03268,0.2285,5.00e-07,12.89,2.70
2460,Red (P1),Random,WIN ,1.0330,31,33.0,47.0,89.0,0.03224,0.2278,5.00e-07,0.00,0.00
2470,Blk (P2),Random,WIN ,1.0170,46,33.0,49.0,89.0,0.03019,0.2271,5.00e-07,0.00,0.00
2480,Blk (P2),Self-Play,WIN ,0.9650,99,32.0,52.0,89.0,0.03111,0.2264,5.00e-07,0.00,0.00
2490,Blk (P2),Random,WIN ,1.0150,49,31.0,51.0,90.0,0.03349,0.2257,5.00e-07,0.00,0.00
2500,Red (P1),Pool: gen9_titan.pth,DRAW,-0.4300,500,33.0,52.0,90.0,0.03186,0.2250,5.00e-07,13.26,2.75
2510,Blk (P2),Random,WIN ,1.0200,51,32.0,54.0,90.0,0.03539,0.2243,5.00e-07,0.00,0.00
2520,Blk (P2),Self-Play,LOSS,-0.0730,108,36.0,54.0,90.0,0.03432,0.2236,5.00e-07,0.00,0.00
2530,Blk (P2),Pool: gen8_titan.pth,WIN ,0.8510,213,36.0,54.0,91.0,0.03366,0.2229,5.00e-07,0.00,0.00
2540,Blk (P2),Self-Play,WIN ,1.0070,43,36.0,57.0,91.0,0.03520,0.2222,5.00e-07,0.00,0.00
2550,Blk (P2),Self-Play,LOSS,-0.1090,130,36.0,58.0,93.0,0.03171,0.2215,5.00e-07,13.59,2.81
2560,Red (P1),Pool: gen8_titan.pth,LOSS,-0.0110,46,36.0,57.0,94.0,0.03273,0.2208,5.00e-07,0.00,0.00
2570,Blk (P2),Pool: gen9_titan.pth,LOSS,-0.1640,234,38.0,58.0,94.0,0.03588,0.2201,5.00e-07,0.00,0.00
2580,Blk (P2),Self-Play,WIN ,1.0060,51,39.0,59.0,94.0,0.03671,0.2194,5.00e-07,0.00,0.00
2590,Blk (P2),Pool: gen8_titan.pth,LOSS,-0.1200,176,40.0,55.0,94.0,0.03549,0.2187,5.00e-07,0.00,0.00
10,Blk (P2),Self-Play,WIN ,1.8520,39,100.0,14.3,50.0,0.00000,0.3993,5.00e-06,0.00,0.00
20,Red (P1),Random,WIN ,1.8460,45,62.5,16.7,45.5,0.00000,0.3986,5.00e-06,0.00,0.00
30,Red (P1),Pool: gen8_mirror.pth,LOSS,0.2800,48,46.2,35.3,57.1,0.00000,0.3979,5.00e-06,0.00,0.00
40,Blk (P2),Random,WIN ,1.7480,60,35.0,35.0,55.6,0.00000,0.3972,5.00e-06,0.00,0.00
50,Red (P1),Random,LOSS,0.2760,52,39.1,29.6,50.0,0.00000,0.3965,5.00e-06,0.00,0.00
60,Red (P1),Random,WIN ,1.7760,103,40.7,24.2,41.9,0.00000,0.3958,5.00e-06,0.00,0.00
70,Red (P1),Self-Play,WIN ,1.8400,39,38.7,30.8,40.5,0.00000,0.3951,5.00e-06,0.00,0.00
80,Blk (P2),Pool: gen8_mirror.pth,LOSS,0.2060,41,38.2,34.8,41.5,0.00000,0.3944,5.00e-06,0.00,0.00
90,Red (P1),Random,WIN ,1.7580,51,37.5,36.0,45.7,0.00000,0.3937,5.00e-06,0.00,0.00
100,Blk (P2),Pool: gen9_titan.pth,LOSS,0.3640,46,33.3,36.4,43.4,0.00000,0.3930,5.00e-06,0.00,0.00
110,Red (P1),Self-Play,WIN ,1.8360,55,36.0,35.0,42.4,0.00000,0.3923,5.00e-06,0.00,0.00
120,Blk (P2),Random,WIN ,1.8000,67,35.1,38.1,43.3,0.00000,0.3916,5.00e-06,0.00,0.00
130,Blk (P2),Random,WIN ,1.8140,89,31.7,37.3,40.9,0.00000,0.3909,5.00e-06,0.00,0.00
140,Red (P1),Random,LOSS,0.2080,39,34.8,39.4,42.0,0.01054,0.3902,5.00e-06,0.00,0.00
150,Red (P1),Self-Play,WIN ,1.8120,91,36.0,38.7,41.7,0.00416,0.3895,5.00e-06,0.79,0.13
160,Red (P1),Random,LOSS,0.3580,52,35.8,40.5,44.3,0.00373,0.3888,5.00e-06,0.00,0.00
170,Red (P1),Pool: gen8_mirror.pth,LOSS,0.1300,34,36.8,41.0,45.2,0.00286,0.3881,5.00e-06,0.00,0.00
180,Blk (P2),Pool: gen9_champion.pth,LOSS,0.2060,40,37.0,38.6,44.4,0.00245,0.3874,5.00e-06,0.00,0.00
190,Blk (P2),Random,LOSS,0.7340,62,36.8,38.9,44.8,0.00231,0.3867,5.00e-06,0.00,0.00
200,Blk (P2),Pool: gen9_champion.pth,LOSS,0.3640,47,38.1,41.0,45.0,0.00189,0.3860,5.00e-06,1.13,0.26
210,Blk (P2),Self-Play,WIN ,1.8380,53,38.0,42.0,43.0,0.00168,0.3853,5.00e-06,0.00,0.00
220,Blk (P2),Random,WIN ,1.8480,43,37.0,41.0,45.0,0.00165,0.3846,5.00e-06,0.00,0.00
230,Red (P1),Pool: gen8_mirror.pth,LOSS,0.2080,38,37.0,43.0,44.0,0.00144,0.3839,5.00e-06,0.00,0.00
240,Red (P1),Random,WIN ,1.6960,42,38.0,45.0,44.0,0.00140,0.3832,5.00e-06,0.00,0.00
250,Red (P1),Random,WIN ,1.8080,83,41.0,45.0,46.0,0.00147,0.3825,5.00e-06,1.25,0.38
260,Blk (P2),Random,WIN ,1.7420,79,39.0,44.0,46.0,0.00123,0.3818,5.00e-06,0.00,0.00
270,Blk (P2),Random,LOSS,0.2080,38,39.0,41.0,45.0,0.00120,0.3811,5.00e-06,0.00,0.00
280,Red (P1),Pool: gen9_titan.pth,LOSS,0.5820,144,38.0,42.0,45.0,0.00116,0.3804,5.00e-06,0.00,0.00
290,Red (P1),Random,LOSS,0.5560,88,39.0,40.0,43.0,0.00110,0.3797,5.00e-06,0.00,0.00
300,Red (P1),Random,WIN ,1.8240,43,43.0,41.0,46.0,0.00114,0.3790,5.00e-06,1.40,0.51
310,Blk (P2),Pool: gen8_titan.pth,WIN ,1.7460,51,42.0,42.0,47.0,0.00102,0.3783,5.00e-06,0.00,0.00
320,Blk (P2),Pool: gen9_champion.pth,LOSS,0.5860,116,42.0,40.0,48.0,0.00097,0.3776,5.00e-06,0.00,0.00
330,Red (P1),Random,WIN ,1.7700,39,42.0,39.0,48.0,0.00093,0.3769,5.00e-06,0.00,0.00
340,Blk (P2),Random,LOSS,0.4260,42,44.0,36.0,46.0,0.00090,0.3762,5.00e-06,0.00,0.00
350,Red (P1),Self-Play,WIN ,1.8360,43,43.0,38.0,46.0,0.00090,0.3755,5.00e-06,1.55,0.61
360,Red (P1),Random,WIN ,1.6860,40,45.0,39.0,48.0,0.00092,0.3748,5.00e-06,0.00,0.00
370,Red (P1),Self-Play,WIN ,1.7520,44,44.0,38.0,46.0,0.00093,0.3741,5.00e-06,0.00,0.00
380,Red (P1),Random,LOSS,0.4440,48,43.0,36.0,46.0,0.00089,0.3734,5.00e-06,0.00,0.00
390,Blk (P2),Random,LOSS,0.6080,48,42.0,34.0,44.0,0.00086,0.3727,5.00e-06,0.00,0.00
400,Blk (P2),Pool: gen9_champion.pth,LOSS,0.4400,41,43.0,35.0,47.0,0.00083,0.3720,5.00e-06,1.65,0.69
10,Blk (P2),Pool: gen8_mirror.pth,LOSS,0.1940,40,0.0,40.0,50.0,0.00000,0.3993,5.00e-06,0.00,0.00
20,Red (P1),Self-Play,WIN ,1.8340,69,25.0,50.0,60.0,0.00000,0.3986,5.00e-06,0.00,0.00
30,Blk (P2),Random,LOSS,0.6900,130,33.3,41.7,66.7,0.00000,0.3979,5.00e-06,0.00,0.00
40,Blk (P2),Random,WIN ,1.7540,42,31.8,44.4,65.0,0.00000,0.3972,5.00e-06,0.00,0.00
50,Red (P1),Random,WIN ,1.7580,39,32.1,40.9,57.7,0.00000,0.3965,5.00e-06,0.00,0.00
60,Red (P1),Random,LOSS,0.5120,50,35.3,38.5,55.9,0.00000,0.3958,5.00e-06,0.00,0.00
70,Red (P1),Random,WIN ,1.7740,93,34.2,40.6,56.4,0.00000,0.3951,5.00e-06,0.00,0.00
80,Blk (P2),Random,LOSS,0.8020,100,34.9,45.9,58.7,0.00000,0.3944,5.00e-06,0.00,0.00
90,Red (P1),Random,WIN ,1.8540,49,39.6,47.6,60.8,0.00000,0.3937,5.00e-06,0.00,0.00
100,Blk (P2),Random,WIN ,1.8200,47,37.0,47.8,58.9,0.00000,0.3930,5.00e-06,0.00,0.00
110,Blk (P2),Pool: gen8_titan.pth,LOSS,0.4400,40,34.5,46.2,60.3,0.00000,0.3923,5.00e-06,0.00,0.00
120,Blk (P2),Self-Play,WIN ,1.8600,43,35.0,46.7,59.7,0.00000,0.3916,5.00e-06,0.00,0.00
130,Red (P1),Random,LOSS,0.8160,63,33.3,48.4,57.4,0.00736,0.3909,5.00e-06,0.00,0.00
140,Red (P1),Self-Play,WIN ,1.7460,133,35.3,44.4,54.8,0.00428,0.3902,5.00e-06,0.00,0.00
150,Blk (P2),Pool: gen9_champion.pth,LOSS,0.2000,34,35.2,44.3,55.7,0.00318,0.3895,5.00e-06,0.88,0.19
160,Red (P1),Random,LOSS,0.5280,46,32.9,42.9,52.3,0.00218,0.3888,5.00e-06,0.00,0.00
170,Blk (P2),Self-Play,LOSS,0.2900,38,34.9,43.7,54.3,0.00205,0.3881,5.00e-06,0.00,0.00
180,Blk (P2),Self-Play,LOSS,0.6500,76,34.8,41.8,53.1,0.00181,0.3874,5.00e-06,0.00,0.00
190,Blk (P2),Pool: gen9_titan.pth,LOSS,0.1840,50,32.6,41.1,52.0,0.00153,0.3867,5.00e-06,0.00,0.00
200,Red (P1),Self-Play,LOSS,0.7260,94,35.0,39.8,53.0,0.00140,0.3860,5.00e-06,1.02,0.31
210,Blk (P2),Random,WIN ,1.8100,81,36.0,40.0,53.0,0.00139,0.3853,5.00e-06,0.00,0.00
220,Red (P1),Pool: gen9_titan.pth,LOSS,0.1220,42,36.0,41.0,53.0,0.00124,0.3846,5.00e-06,0.00,0.00
230,Blk (P2),Pool: gen9_titan.pth,LOSS,0.4180,62,36.0,40.0,54.0,0.00120,0.3839,5.00e-06,0.00,0.00
240,Red (P1),Random,LOSS,0.1300,34,37.0,40.0,56.0,0.00109,0.3832,5.00e-06,0.00,0.00
250,Red (P1),Pool: gen8_mirror.pth,LOSS,0.3220,75,37.0,39.0,56.0,0.00104,0.3825,5.00e-06,1.14,0.45
260,Red (P1),Random,LOSS,0.7280,162,34.0,40.0,55.0,0.00101,0.3818,5.00e-06,0.00,0.00
270,Blk (P2),Self-Play,LOSS,0.5940,132,34.0,39.0,55.0,0.00098,0.3811,5.00e-06,0.00,0.00
280,Blk (P2),Self-Play,LOSS,0.4420,38,35.0,34.0,54.0,0.00092,0.3804,5.00e-06,0.00,0.00
290,Blk (P2),Pool: gen8_titan.pth,LOSS,0.2840,44,32.0,36.0,54.0,0.00089,0.3797,5.00e-06,0.00,0.00
300,Red (P1),Self-Play,WIN ,1.8360,67,35.0,34.0,54.0,0.00080,0.3790,5.00e-06,1.32,0.56
310,Red (P1),Pool: gen9_titan.pth,LOSS,0.1240,40,36.0,32.0,53.0,0.00087,0.3783,5.00e-06,0.00,0.00
320,Red (P1),Pool: gen9_champion.pth,LOSS,0.4440,48,35.0,35.0,54.0,0.00080,0.3776,5.00e-06,0.00,0.00
330,Red (P1),Self-Play,WIN ,1.8100,81,38.0,34.0,54.0,0.00081,0.3769,5.00e-06,0.00,0.00
340,Red (P1),Pool: gen9_champion.pth,LOSS,0.7400,68,36.0,32.0,54.0,0.00080,0.3762,5.00e-06,0.00,0.00
350,Red (P1),Pool: gen8_mirror.pth,LOSS,0.5180,114,39.0,29.0,57.0,0.00074,0.3755,5.00e-06,1.47,0.67
360,Blk (P2),Random,LOSS,0.4520,41,38.0,29.0,55.0,0.00073,0.3748,5.00e-06,0.00,0.00
370,Blk (P2),Self-Play,WIN ,1.7960,96,39.0,30.0,55.0,0.00070,0.3741,5.00e-06,0.00,0.00
380,Red (P1),Self-Play,WIN ,1.8560,47,39.0,32.0,55.0,0.00072,0.3734,5.00e-06,0.00,0.00
390,Red (P1),Pool: gen8_mirror.pth,LOSS,0.4020,160,38.0,31.0,55.0,0.00070,0.3727,5.00e-06,0.00,0.00
400,Red (P1),Pool: gen9_titan.pth,LOSS,0.5580,344,41.0,33.0,56.0,0.00076,0.3720,5.00e-06,1.67,0.78
410,Red (P1),Pool: gen8_titan.pth,LOSS,0.3580,52,40.0,33.0,57.0,0.00067,0.3713,5.00e-06,0.00,0.00
420,Red (P1),Self-Play,LOSS,0.1980,48,39.0,34.0,59.0,0.00063,0.3706,5.00e-06,0.00,0.00
430,Red (P1),Pool: gen8_titan.pth,LOSS,0.1920,54,39.0,32.0,55.0,0.00064,0.3699,5.00e-06,0.00,0.00
440,Red (P1),Random,LOSS,0.3580,52,38.0,30.0,53.0,0.00059,0.3692,5.00e-06,0.00,0.00
450,Blk (P2),Random,WIN ,1.8460,45,40.0,31.0,52.0,0.00066,0.3685,5.00e-06,1.82,0.88
460,Blk (P2),Random,LOSS,0.2880,40,42.0,29.0,52.0,0.00063,0.3678,5.00e-06,0.00,0.00
470,Blk (P2),Random,WIN ,1.7560,41,43.0,31.0,52.0,0.00064,0.3671,5.00e-06,0.00,0.00
480,Red (P1),Random,LOSS,0.5560,169,43.0,31.0,52.0,0.00068,0.3664,5.00e-06,0.00,0.00
490,Red (P1),Random,LOSS,0.6080,130,44.0,32.0,51.0,0.00069,0.3657,5.00e-06,0.00,0.00
500,Blk (P2),Self-Play,LOSS,0.5860,141,44.0,31.0,51.0,0.00069,0.3650,5.00e-06,1.98,0.98
510,Blk (P2),Self-Play,LOSS,0.6540,84,44.0,30.0,52.0,0.00068,0.3643,5.00e-06,0.00,0.00
520,Red (P1),Random,WIN ,1.7960,95,45.0,30.0,52.0,0.00072,0.3636,5.00e-06,0.00,0.00
530,Blk (P2),Random,WIN ,1.7720,37,47.0,32.0,52.0,0.00073,0.3629,5.00e-06,0.00,0.00
540,Red (P1),Pool: gen8_titan.pth,LOSS,0.5200,124,45.0,32.0,52.0,0.00072,0.3622,5.00e-06,0.00,0.00
550,Blk (P2),Pool: gen9_champion.pth,LOSS,0.6200,94,44.0,33.0,53.0,0.00074,0.3615,5.00e-06,2.18,1.09
560,Blk (P2),Random,WIN ,1.8280,63,44.0,32.0,56.0,0.00071,0.3608,5.00e-06,0.00,0.00
570,Blk (P2),Random,WIN ,1.8340,45,45.0,31.0,56.0,0.00073,0.3601,5.00e-06,0.00,0.00
580,Blk (P2),Random,LOSS,0.5360,109,46.0,30.0,55.0,0.00073,0.3594,5.00e-06,0.00,0.00
590,Red (P1),Random,WIN ,1.6800,46,48.0,31.0,57.0,0.00072,0.3587,5.00e-06,0.00,0.00
600,Red (P1),Pool: gen9_titan.pth,LOSS,0.4840,159,48.0,31.0,56.0,0.00084,0.3580,5.00e-06,2.48,1.20
610,Blk (P2),Pool: gen8_mirror.pth,LOSS,0.4800,70,48.0,33.0,54.0,0.00082,0.3573,5.00e-06,0.00,0.00
620,Blk (P2),Random,LOSS,0.6600,136,48.0,34.0,54.0,0.00081,0.3566,5.00e-06,0.00,0.00
630,Blk (P2),Random,WIN ,1.7860,105,44.0,33.0,53.0,0.00085,0.3559,5.00e-06,0.00,0.00
640,Red (P1),Random,WIN ,1.8580,45,46.0,33.0,56.0,0.00084,0.3552,5.00e-06,0.00,0.00
650,Blk (P2),Random,LOSS,0.2880,41,48.0,32.0,57.0,0.00091,0.3545,5.00e-06,2.76,1.27
660,Red (P1),Random,WIN ,1.7920,87,50.0,33.0,58.0,0.00096,0.3538,5.00e-06,0.00,0.00
670,Red (P1),Self-Play,LOSS,0.2760,41,53.0,32.0,59.0,0.00095,0.3531,5.00e-06,0.00,0.00
680,Red (P1),Pool: gen9_titan.pth,WIN ,1.6720,207,52.0,34.0,61.0,0.00097,0.3524,5.00e-06,0.00,0.00
690,Blk (P2),Random,LOSS,0.6820,138,52.0,35.0,61.0,0.00103,0.3517,5.00e-06,0.00,0.00
700,Blk (P2),Pool: gen9_titan.pth,LOSS,0.2040,42,52.0,36.0,63.0,0.00109,0.3510,5.00e-06,3.08,1.36
710,Red (P1),Pool: gen9_titan.pth,LOSS,0.2000,46,51.0,38.0,62.0,0.00117,0.3503,5.00e-06,0.00,0.00
720,Red (P1),Pool: gen9_titan.pth,LOSS,0.4380,53,49.0,36.0,61.0,0.00109,0.3496,5.00e-06,0.00,0.00
730,Red (P1),Random,WIN ,1.7260,153,51.0,37.0,63.0,0.00122,0.3489,5.00e-06,0.00,0.00
740,Blk (P2),Random,WIN ,1.8380,53,50.0,39.0,63.0,0.00122,0.3482,5.00e-06,0.00,0.00
750,Red (P1),Random,WIN ,1.7640,33,50.0,40.0,64.0,0.00122,0.3475,5.00e-06,3.34,1.43
760,Red (P1),Pool: gen8_titan.pth,LOSS,0.1980,48,49.0,42.0,64.0,0.00127,0.3468,5.00e-06,0.00,0.00
770,Blk (P2),Random,WIN ,1.7120,179,47.0,41.0,63.0,0.00127,0.3461,5.00e-06,0.00,0.00
780,Blk (P2),Random,LOSS,0.2840,33,48.0,42.0,63.0,0.00134,0.3454,5.00e-06,0.00,0.00
790,Red (P1),Random,WIN ,1.8140,89,48.0,43.0,64.0,0.00136,0.3447,5.00e-06,0.00,0.00
800,Blk (P2),Pool: gen9_titan.pth,WIN ,1.7980,81,51.0,43.0,68.0,0.00139,0.3440,5.00e-06,3.70,1.50
810,Blk (P2),Self-Play,LOSS,0.5520,186,51.0,42.0,68.0,0.00146,0.3433,5.00e-06,0.00,0.00
820,Blk (P2),Self-Play,LOSS,0.5600,84,50.0,41.0,66.0,0.00172,0.3426,5.00e-06,0.00,0.00
830,Red (P1),Random,WIN ,1.8340,45,51.0,41.0,69.0,0.00157,0.3419,5.00e-06,0.00,0.00
840,Blk (P2),Pool: gen8_titan.pth,LOSS,0.1940,52,53.0,41.0,68.0,0.00164,0.3412,5.00e-06,0.00,0.00
850,Blk (P2),Pool: gen9_champion.pth,LOSS,0.2900,38,53.0,42.0,69.0,0.00164,0.3405,5.00e-06,4.04,1.57
860,Red (P1),Pool: gen9_champion.pth,LOSS,0.6180,178,54.0,42.0,70.0,0.00167,0.3398,5.00e-06,0.00,0.00
870,Red (P1),Random,WIN ,1.5680,88,57.0,43.0,71.0,0.00186,0.3391,5.00e-06,0.00,0.00
880,Blk (P2),Pool: gen9_titan.pth,LOSS,0.5520,256,53.0,41.0,70.0,0.00193,0.3384,5.00e-06,0.00,0.00
890,Blk (P2),Self-Play,WIN ,1.6680,35,52.0,42.0,70.0,0.00208,0.3377,5.00e-06,0.00,0.00
900,Red (P1),Random,LOSS,0.7140,82,51.0,41.0,70.0,0.00210,0.3370,5.00e-06,4.36,1.63
910,Blk (P2),Pool: gen9_champion.pth,WIN ,1.8460,45,50.0,40.0,70.0,0.00205,0.3363,5.00e-06,0.00,0.00
920,Red (P1),Random,WIN ,1.8400,51,49.0,40.0,70.0,0.00213,0.3356,5.00e-06,0.00,0.00
930,Blk (P2),Random,WIN ,1.8400,63,48.0,42.0,69.0,0.00213,0.3349,5.00e-06,0.00,0.00
940,Red (P1),Self-Play,LOSS,0.5900,112,48.0,42.0,69.0,0.00243,0.3342,5.00e-06,0.00,0.00
950,Red (P1),Random,LOSS,0.4320,48,47.0,42.0,69.0,0.00237,0.3335,5.00e-06,4.89,1.67
960,Blk (P2),Random,WIN ,1.8400,39,50.0,39.0,70.0,0.00257,0.3328,5.00e-06,0.00,0.00
970,Red (P1),Pool: gen9_titan.pth,LOSS,0.4000,80,50.0,41.0,70.0,0.00260,0.3321,5.00e-06,0.00,0.00
980,Blk (P2),Random,WIN ,1.8480,43,50.0,41.0,73.0,0.00271,0.3314,5.00e-06,0.00,0.00
990,Blk (P2),Random,WIN ,1.8340,57,51.0,42.0,73.0,0.00278,0.3307,5.00e-06,0.00,0.00
1000,Blk (P2),Random,LOSS,0.6260,112,51.0,42.0,70.0,0.00283,0.3300,1.00e-06,5.26,1.71
1010,Blk (P2),Pool: gen8_titan.pth,LOSS,0.1140,50,49.0,43.0,69.0,0.00320,0.3293,1.00e-06,0.00,0.00
1020,Red (P1),Pool: gen8_mirror.pth,LOSS,0.0380,44,47.0,42.0,70.0,0.00344,0.3286,1.00e-06,0.00,0.00
1030,Blk (P2),Pool: gen9_champion.pth,LOSS,0.6080,106,45.0,41.0,72.0,0.00377,0.3279,1.00e-06,0.00,0.00
1040,Blk (P2),Random,LOSS,0.2080,38,46.0,37.0,70.0,0.00408,0.3272,1.00e-06,0.00,0.00
1050,Blk (P2),Self-Play,WIN ,1.5620,329,43.0,40.0,70.0,0.00424,0.3265,1.00e-06,5.71,1.77
1060,Blk (P2),Random,LOSS,0.4060,73,41.0,41.0,69.0,0.00446,0.3258,1.00e-06,0.00,0.00
1070,Red (P1),Random,LOSS,0.1920,42,40.0,41.0,69.0,0.00469,0.3251,1.00e-06,0.00,0.00
1080,Red (P1),Pool: gen9_champion.pth,LOSS,0.4440,364,37.0,40.0,69.0,0.00505,0.3244,1.00e-06,0.00,0.00
1090,Red (P1),Random,WIN ,1.8280,51,36.0,42.0,68.0,0.00520,0.3237,1.00e-06,0.00,0.00
1100,Red (P1),Random,WIN ,1.7240,143,37.0,42.0,68.0,0.00553,0.3230,1.00e-06,6.06,1.83
1110,Red (P1),Pool: gen8_titan.pth,LOSS,0.1240,40,34.0,41.0,67.0,0.00545,0.3223,1.00e-06,0.00,0.00
1120,Red (P1),Random,WIN ,1.8100,93,36.0,42.0,68.0,0.00563,0.3216,1.00e-06,0.00,0.00
1130,Red (P1),Random,WIN ,1.8140,65,37.0,40.0,68.0,0.00620,0.3209,1.00e-06,0.00,0.00
1140,Blk (P2),Pool: gen9_champion.pth,LOSS,0.3580,52,35.0,38.0,66.0,0.00636,0.3202,1.00e-06,0.00,0.00
1150,Red (P1),Self-Play,WIN ,1.7400,151,34.0,37.0,65.0,0.00675,0.3195,1.00e-06,6.42,1.88
1160,Red (P1),Random,WIN ,1.7680,41,34.0,36.0,66.0,0.00694,0.3188,1.00e-06,0.00,0.00
1170,Blk (P2),Random,LOSS,0.4500,42,34.0,36.0,65.0,0.00717,0.3181,1.00e-06,0.00,0.00
1180,Red (P1),Self-Play,LOSS,0.5940,132,34.0,36.0,65.0,0.00740,0.3174,1.00e-06,0.00,0.00
1190,Red (P1),Pool: gen8_titan.pth,LOSS,0.4760,238,36.0,34.0,65.0,0.00746,0.3167,1.00e-06,0.00,0.00
1200,Red (P1),Pool: gen9_champion.pth,DRAW,0.0620,500,35.0,33.0,64.0,0.00782,0.3160,1.00e-06,6.83,1.94
1210,Red (P1),Pool: gen8_titan.pth,LOSS,0.1300,34,34.0,32.0,63.0,0.00814,0.3153,1.00e-06,0.00,0.00
1220,Red (P1),Pool: gen9_champion.pth,LOSS,0.5620,70,34.0,35.0,65.0,0.00791,0.3146,1.00e-06,0.00,0.00
1230,Blk (P2),Pool: gen8_mirror.pth,LOSS,0.2040,42,35.0,37.0,65.0,0.00804,0.3139,1.00e-06,0.00,0.00
1240,Red (P1),Self-Play,WIN ,1.7640,45,36.0,35.0,64.0,0.00832,0.3132,1.00e-06,0.00,0.00
