Episode,Side,Opponent,Result,Reward,Steps,P1_WinRate,P2_WinRate,vsRandom_WinRate,Loss,Epsilon,LR,MaxQ,AvgQ
1360,Blk (P2),Self-Play,LOSS,-0.0250,60,35.0,42.0,83.0,0.00365,0.3048,2.00e-06,0.00,0.00
1370,Red (P1),Pool: gen9_titan.pth,LOSS,-0.0400,82,32.0,40.0,81.0,0.00382,0.3041,2.00e-06,0.00,0.00
1380,Red (P1),Pool: gen9_titan.pth,LOSS,-0.0070,56,34.0,40.0,81.0,0.00414,0.3034,2.00e-06,0.00,0.00
1390,Red (P1),Self-Play,LOSS,-0.0920,148,35.0,37.0,80.0,0.00419,0.3027,2.00e-06,0.00,0.00
1400,Red (P1),Pool: gen9_champion.pth,LOSS,-0.0900,146,35.0,37.0,79.0,0.00398,0.3020,2.00e-06,6.64,1.98
1410,Red (P1),Pool: gen9_titan.pth,LOSS,-0.2870,308,36.0,39.0,79.0,0.00410,0.3013,2.00e-06,0.00,0.00
1420,Red (P1),Pool: gen8_mirror.pth,LOSS,-0.0130,48,38.0,41.0,79.0,0.00409,0.3006,2.00e-06,0.00,0.00
1430,Red (P1),Pool: gen8_titan.pth,LOSS,-0.1580,186,38.0,41.0,79.0,0.00438,0.2999,2.00e-06,0.00,0.00
1440,Red (P1),Self-Play,LOSS,-0.0140,42,36.0,39.0,79.0,0.00453,0.2992,2.00e-06,0.00,0.00
1450,Red (P1),Pool: gen8_titan.pth,LOSS,-0.0280,42,34.0,39.0,79.0,0.00461,0.2985,2.00e-06,7.07,2.02
1460,Red (P1),Self-Play,WIN ,1.0250,53,36.0,38.0,78.0,0.00455,0.2978,2.00e-06,0.00,0.00
1470,Red (P1),Pool: gen8_titan.pth,LOSS,-0.0280,56,37.0,42.0,80.0,0.00478,0.2971,2.00e-06,0.00,0.00
1480,Red (P1),Pool: gen8_titan.pth,LOSS,-0.0250,46,34.0,43.0,80.0,0.00460,0.2964,2.00e-06,0.00,0.00
1490,Red (P1),Pool: gen9_champion.pth,DRAW,-0.4370,500,33.0,43.0,79.0,0.00514,0.2957,2.00e-06,0.00,0.00
1500,Red (P1),Pool: gen8_mirror.pth,LOSS,-0.0160,44,33.0,43.0,79.0,0.00537,0.2950,2.00e-06,7.45,2.04
1510,Blk (P2),Self-Play,LOSS,-0.0150,50,34.0,43.0,78.0,0.00529,0.2943,2.00e-06,0.00,0.00
1520,Red (P1),Pool: gen8_mirror.pth,LOSS,-0.0150,50,35.0,44.0,79.0,0.00533,0.2936,2.00e-06,0.00,0.00
1530,Blk (P2),Self-Play,LOSS,-0.0220,64,37.0,41.0,78.0,0.00541,0.2929,2.00e-06,0.00,0.00
1540,Blk (P2),Self-Play,WIN ,1.0230,41,35.0,43.0,78.0,0.00610,0.2922,2.00e-06,0.00,0.00
1550,Red (P1),Pool: gen9_champion.pth,LOSS,-0.0180,46,35.0,43.0,77.0,0.00608,0.2915,2.00e-06,7.88,2.09
1560,Blk (P2),Self-Play,WIN ,1.0200,51,36.0,46.0,77.0,0.00633,0.2908,2.00e-06,0.00,0.00
1570,Blk (P2),Random,LOSS,-0.0570,120,34.0,49.0,74.0,0.00623,0.2901,2.00e-06,0.00,0.00
1580,Blk (P2),Pool: gen8_titan.pth,LOSS,-0.0180,60,34.0,53.0,73.0,0.00656,0.2894,2.00e-06,0.00,0.00
1590,Red (P1),Random,WIN ,1.0250,39,32.0,53.0,73.0,0.00641,0.2887,2.00e-06,0.00,0.00
1600,Blk (P2),Random,WIN ,1.0120,45,32.0,56.0,74.0,0.00666,0.2880,2.00e-06,8.36,2.11
1610,Red (P1),Random,WIN ,1.0030,61,32.0,55.0,73.0,0.00692,0.2873,2.00e-06,0.00,0.00
1620,Blk (P2),Self-Play,WIN ,1.0210,43,32.0,56.0,74.0,0.00688,0.2866,2.00e-06,0.00,0.00
1630,Blk (P2),Random,WIN ,1.0000,71,32.0,57.0,75.0,0.00711,0.2859,2.00e-06,0.00,0.00
1640,Blk (P2),Self-Play,LOSS,-0.0940,151,33.0,58.0,77.0,0.00749,0.2852,2.00e-06,0.00,0.00
1650,Red (P1),Pool: gen8_mirror.pth,WIN ,1.0330,45,35.0,56.0,76.0,0.00723,0.2845,2.00e-06,8.77,2.13
1660,Blk (P2),Pool: gen9_champion.pth,LOSS,-0.0290,64,37.0,53.0,76.0,0.00782,0.2838,2.00e-06,0.00,0.00
1670,Blk (P2),Random,WIN ,0.9860,85,37.0,57.0,76.0,0.00789,0.2831,2.00e-06,0.00,0.00
1680,Red (P1),Pool: gen8_mirror.pth,DRAW,-0.4440,500,36.0,55.0,76.0,0.00795,0.2824,2.00e-06,0.00,0.00
1690,Red (P1),Self-Play,LOSS,-0.2060,248,34.0,55.0,75.0,0.00795,0.2817,2.00e-06,0.00,0.00
1700,Red (P1),Pool: gen8_titan.pth,LOSS,-0.0520,66,35.0,55.0,75.0,0.00828,0.2810,2.00e-06,9.20,2.15
1710,Blk (P2),Pool: gen8_mirror.pth,WIN ,1.0000,57,33.0,57.0,75.0,0.00941,0.2803,2.00e-06,0.00,0.00
1720,Red (P1),Pool: gen8_mirror.pth,LOSS,-0.2430,320,31.0,59.0,75.0,0.00911,0.2796,2.00e-06,0.00,0.00
1730,Red (P1),Random,WIN ,1.0120,59,32.0,60.0,75.0,0.01010,0.2789,2.00e-06,0.00,0.00
1740,Blk (P2),Self-Play,LOSS,-0.0820,125,31.0,58.0,74.0,0.00953,0.2782,2.00e-06,0.00,0.00
1750,Red (P1),Pool: gen9_champion.pth,LOSS,-0.1800,236,30.0,59.0,76.0,0.00955,0.2775,2.00e-06,10.28,2.17
1760,Red (P1),Random,WIN ,1.0190,45,32.0,57.0,74.0,0.00969,0.2768,2.00e-06,0.00,0.00
1770,Blk (P2),Pool: gen9_champion.pth,WIN ,1.0110,38,32.0,57.0,75.0,0.01052,0.2761,2.00e-06,0.00,0.00
1780,Red (P1),Self-Play,LOSS,-0.0170,80,35.0,56.0,74.0,0.01139,0.2754,2.00e-06,0.00,0.00
1790,Blk (P2),Random,LOSS,-0.1020,158,35.0,56.0,73.0,0.01119,0.2747,2.00e-06,0.00,0.00
1800,Blk (P2),Random,WIN ,0.9840,73,38.0,57.0,74.0,0.01186,0.2740,2.00e-06,11.09,2.23
1810,Blk (P2),Random,WIN ,1.0120,59,40.0,57.0,75.0,0.01267,0.2733,2.00e-06,0.00,0.00
1820,Red (P1),Pool: gen9_titan.pth,LOSS,-0.0540,110,39.0,55.0,75.0,0.01326,0.2726,2.00e-06,0.00,0.00
1830,Red (P1),Pool: gen8_mirror.pth,LOSS,-0.0150,50,38.0,55.0,75.0,0.01448,0.2719,2.00e-06,0.00,0.00
1840,Blk (P2),Random,WIN ,0.9990,79,35.0,55.0,75.0,0.01371,0.2712,2.00e-06,0.00,0.00
1850,Blk (P2),Pool: gen9_champion.pth,LOSS,-0.0150,50,34.0,56.0,75.0,0.01555,0.2705,2.00e-06,12.14,1.96
1860,Blk (P2),Random,WIN ,0.9240,147,36.0,58.0,77.0,0.01541,0.2698,2.00e-06,0.00,0.00
1870,Blk (P2),Pool: gen9_champion.pth,WIN ,0.9910,58,38.0,57.0,77.0,0.01630,0.2691,2.00e-06,0.00,0.00
1880,Blk (P2),Pool: gen8_titan.pth,WIN ,0.9910,73,37.0,55.0,77.0,0.01674,0.2684,2.00e-06,0.00,0.00
1890,Red (P1),Pool: gen9_champion.pth,LOSS,-0.0900,132,38.0,56.0,78.0,0.01702,0.2677,2.00e-06,0.00,0.00
1900,Red (P1),Random,WIN ,0.9590,106,40.0,55.0,78.0,0.01651,0.2670,2.00e-06,12.90,1.96
1910,Red (P1),Self-Play,LOSS,-0.0180,46,40.0,56.0,79.0,0.01670,0.2663,2.00e-06,0.00,0.00
1920,Blk (P2),Random,WIN ,0.9630,101,43.0,57.0,79.0,0.01921,0.2656,2.00e-06,0.00,0.00
1930,Red (P1),Self-Play,LOSS,-0.0180,60,42.0,55.0,78.0,0.01774,0.2649,2.00e-06,0.00,0.00
1940,Blk (P2),Pool: gen9_champion.pth,LOSS,-0.0700,140,41.0,53.0,77.0,0.01856,0.2642,2.00e-06,0.00,0.00
1950,Red (P1),Random,WIN ,1.0070,41,42.0,54.0,78.0,0.02089,0.2635,2.00e-06,13.81,1.98
1960,Blk (P2),Self-Play,LOSS,-0.0770,126,40.0,55.0,78.0,0.01892,0.2628,2.00e-06,0.00,0.00
1970,Red (P1),Random,WIN ,0.9560,115,39.0,55.0,78.0,0.02075,0.2621,2.00e-06,0.00,0.00
1980,Red (P1),Pool: gen8_titan.pth,LOSS,-0.0200,48,38.0,53.0,79.0,0.02113,0.2614,2.00e-06,0.00,0.00
1990,Red (P1),Pool: gen9_champion.pth,DRAW,-0.4440,500,33.0,52.0,78.0,0.02226,0.2607,2.00e-06,0.00,0.00
2000,Red (P1),Pool: gen8_titan.pth,LOSS,-0.0170,38,31.0,53.0,76.0,0.02057,0.2600,2.00e-06,14.84,1.99
2010,Blk (P2),Pool: gen9_champion.pth,LOSS,-0.0190,54,31.0,51.0,77.0,0.01977,0.2593,2.00e-06,0.00,0.00
2020,Blk (P2),Pool: gen8_titan.pth,LOSS,-0.0710,106,32.0,49.0,78.0,0.02110,0.2586,2.00e-06,0.00,0.00
2030,Red (P1),Random,WIN ,1.0030,61,33.0,48.0,78.0,0.02227,0.2579,2.00e-06,0.00,0.00
2040,Red (P1),Random,WIN ,1.0120,45,33.0,51.0,79.0,0.02193,0.2572,2.00e-06,0.00,0.00
2050,Red (P1),Pool: gen8_titan.pth,LOSS,-0.0400,54,33.0,50.0,80.0,0.02345,0.2565,2.00e-06,15.96,2.03
2060,Blk (P2),Pool: gen9_champion.pth,LOSS,-0.2050,268,30.0,48.0,80.0,0.02389,0.2558,2.00e-06,0.00,0.00
2070,Red (P1),Pool: gen8_mirror.pth,WIN ,1.0200,37,31.0,44.0,80.0,0.02322,0.2551,2.00e-06,0.00,0.00
2080,Blk (P2),Pool: gen9_titan.pth,WIN ,1.0090,55,30.0,46.0,80.0,0.02340,0.2544,2.00e-06,0.00,0.00
2090,Red (P1),Random,WIN ,1.0050,59,29.0,46.0,80.0,0.02568,0.2537,2.00e-06,0.00,0.00
2100,Red (P1),Pool: gen8_mirror.pth,LOSS,-0.0270,34,29.0,47.0,79.0,0.02615,0.2530,2.00e-06,16.93,2.06
2110,Blk (P2),Self-Play,LOSS,-0.0310,52,29.0,48.0,80.0,0.02551,0.2523,2.00e-06,0.00,0.00
2120,Red (P1),Self-Play,LOSS,-0.0500,78,29.0,51.0,81.0,0.02497,0.2516,2.00e-06,0.00,0.00
2130,Red (P1),Self-Play,LOSS,-0.0220,50,30.0,48.0,82.0,0.02896,0.2509,2.00e-06,0.00,0.00
2140,Blk (P2),Pool: gen8_titan.pth,LOSS,-0.0910,126,30.0,47.0,82.0,0.03146,0.2502,2.00e-06,0.00,0.00
2150,Blk (P2),Random,WIN ,1.0150,49,31.0,44.0,83.0,0.02786,0.2495,2.00e-06,18.01,2.10
2160,Blk (P2),Random,WIN ,1.0210,43,30.0,46.0,83.0,0.03086,0.2488,2.00e-06,0.00,0.00
2170,Red (P1),Pool: gen8_mirror.pth,WIN ,0.7370,327,31.0,44.0,84.0,0.02978,0.2481,2.00e-06,0.00,0.00
2180,Red (P1),Pool: gen8_titan.pth,WIN ,1.0230,41,33.0,46.0,83.0,0.03145,0.2474,2.00e-06,0.00,0.00
2190,Red (P1),Pool: gen8_titan.pth,LOSS,-0.0470,54,35.0,46.0,83.0,0.02974,0.2467,2.00e-06,0.00,0.00
2200,Blk (P2),Random,WIN ,1.0300,40,34.0,49.0,83.0,0.03174,0.2460,2.00e-06,18.95,2.16
2210,Blk (P2),Pool: gen9_champion.pth,LOSS,-0.0520,52,33.0,50.0,83.0,0.03388,0.2453,2.00e-06,0.00,0.00
2220,Blk (P2),Self-Play,LOSS,-0.4300,486,32.0,49.0,83.0,0.03531,0.2446,2.00e-06,0.00,0.00
2230,Blk (P2),Random,WIN ,1.0370,41,34.0,50.0,84.0,0.03300,0.2439,2.00e-06,0.00,0.00
2240,Red (P1),Random,WIN ,0.9980,44,36.0,49.0,85.0,0.03466,0.2432,2.00e-06,0.00,0.00
2250,Blk (P2),Pool: gen9_champion.pth,LOSS,-0.0370,58,33.0,48.0,84.0,0.03218,0.2425,2.00e-06,20.20,2.25
2260,Blk (P2),Self-Play,LOSS,-0.0460,74,33.0,50.0,85.0,0.03356,0.2418,2.00e-06,0.00,0.00
2270,Red (P1),Random,LOSS,-0.1230,172,33.0,51.0,84.0,0.04064,0.2411,2.00e-06,0.00,0.00
2280,Blk (P2),Random,WIN ,1.0320,39,36.0,50.0,84.0,0.03526,0.2404,2.00e-06,0.00,0.00
2290,Blk (P2),Random,WIN ,1.0020,55,37.0,48.0,85.0,0.03853,0.2397,2.00e-06,0.00,0.00
2300,Blk (P2),Random,WIN ,0.9940,63,36.0,47.0,85.0,0.03850,0.2390,2.00e-06,21.25,2.33
2310,Red (P1),Self-Play,LOSS,-0.0360,78,35.0,45.0,85.0,0.03985,0.2383,2.00e-06,0.00,0.00
2320,Red (P1),Pool: gen8_titan.pth,LOSS,-0.2770,326,33.0,45.0,85.0,0.03879,0.2376,2.00e-06,0.00,0.00
2330,Blk (P2),Self-Play,LOSS,-0.0200,48,32.0,45.0,85.0,0.03941,0.2369,2.00e-06,0.00,0.00
2340,Blk (P2),Random,LOSS,-0.0240,52,34.0,45.0,86.0,0.03974,0.2362,2.00e-06,0.00,0.00
2350,Blk (P2),Random,WIN ,1.0330,45,33.0,46.0,85.0,0.04006,0.2355,2.00e-06,22.85,2.47
2360,Blk (P2),Random,LOSS,-0.0040,73,33.0,46.0,84.0,0.03635,0.2348,2.00e-06,0.00,0.00
2370,Blk (P2),Pool: gen8_mirror.pth,LOSS,-0.4430,492,33.0,45.0,84.0,0.03827,0.2341,2.00e-06,0.00,0.00
2380,Blk (P2),Random,WIN ,0.9670,97,32.0,45.0,86.0,0.04111,0.2334,2.00e-06,0.00,0.00
2390,Red (P1),Self-Play,LOSS,-0.1030,138,29.0,46.0,86.0,0.04218,0.2327,2.00e-06,0.00,0.00
2400,Red (P1),Pool: gen8_mirror.pth,WIN ,0.9990,51,33.0,47.0,87.0,0.04345,0.2320,2.00e-06,24.17,2.55
2410,Blk (P2),Random,WIN ,1.0190,45,32.0,46.0,87.0,0.04278,0.2313,2.00e-06,0.00,0.00
2420,Blk (P2),Random,WIN ,1.0150,34,32.0,48.0,87.0,0.04132,0.2306,2.00e-06,0.00,0.00
2430,Red (P1),Self-Play,LOSS,-0.0250,46,32.0,51.0,87.0,0.04311,0.2299,2.00e-06,0.00,0.00
2440,Blk (P2),Self-Play,LOSS,-0.0150,50,30.0,48.0,85.0,0.04185,0.2292,2.00e-06,0.00,0.00
2450,Red (P1),Pool: gen9_titan.pth,LOSS,-0.2390,288,29.0,50.0,84.0,0.04386,0.2285,2.00e-06,14.42,2.86
2460,Blk (P2),Random,WIN ,1.0180,53,31.0,51.0,84.0,0.04450,0.2278,2.00e-06,0.00,0.00
2470,Blk (P2),Self-Play,LOSS,-0.0160,44,32.0,47.0,84.0,0.03961,0.2271,2.00e-06,0.00,0.00
2480,Red (P1),Random,WIN ,1.0020,69,31.0,46.0,85.0,0.04063,0.2264,2.00e-06,0.00,0.00
2490,Blk (P2),Self-Play,WIN ,1.0160,41,31.0,47.0,86.0,0.04170,0.2257,2.00e-06,0.00,0.00
2500,Red (P1),Self-Play,WIN ,1.0150,49,32.0,47.0,85.0,0.04381,0.2250,2.00e-06,15.06,2.96
2510,Red (P1),Self-Play,LOSS,-0.2770,326,34.0,47.0,85.0,0.04818,0.2243,2.00e-06,0.00,0.00
2520,Blk (P2),Pool: gen9_champion.pth,WIN ,0.9570,107,35.0,50.0,86.0,0.04128,0.2236,2.00e-06,0.00,0.00
2530,Red (P1),Pool: gen9_champion.pth,LOSS,-0.2770,340,35.0,51.0,86.0,0.04586,0.2229,2.00e-06,0.00,0.00
2540,Blk (P2),Self-Play,LOSS,-0.1170,152,35.0,51.0,86.0,0.04457,0.2222,2.00e-06,0.00,0.00
2550,Blk (P2),Pool: gen9_titan.pth,WIN ,1.0030,33,36.0,50.0,86.0,0.04436,0.2215,2.00e-06,15.53,3.05
2560,Red (P1),Random,WIN ,1.0010,63,38.0,50.0,86.0,0.04388,0.2208,2.00e-06,0.00,0.00
2570,Red (P1),Random,WIN ,1.0210,43,37.0,50.0,86.0,0.04511,0.2201,2.00e-06,0.00,0.00
2580,Red (P1),Pool: gen8_titan.pth,LOSS,-0.0600,102,37.0,47.0,86.0,0.04945,0.2194,2.00e-06,0.00,0.00
2590,Blk (P2),Random,WIN ,0.8770,187,37.0,48.0,87.0,0.04714,0.2187,2.00e-06,0.00,0.00
2600,Red (P1),Pool: gen8_titan.pth,WIN ,1.0020,54,38.0,48.0,86.0,0.04542,0.2180,2.00e-06,16.15,3.16
2610,Red (P1),Self-Play,LOSS,-0.0110,32,37.0,45.0,86.0,0.05056,0.2173,2.00e-06,0.00,0.00
2620,Red (P1),Self-Play,LOSS,-0.1720,214,39.0,44.0,86.0,0.05064,0.2166,2.00e-06,0.00,0.00
2630,Blk (P2),Random,WIN ,1.0190,45,39.0,45.0,87.0,0.05087,0.2159,2.00e-06,0.00,0.00
2640,Blk (P2),Pool: gen9_titan.pth,WIN ,0.9850,79,40.0,46.0,85.0,0.04985,0.2152,2.00e-06,0.00,0.00
2650,Blk (P2),Self-Play,LOSS,-0.0250,46,43.0,44.0,84.0,0.04977,0.2145,2.00e-06,16.73,3.27
2660,Blk (P2),Random,LOSS,-0.0040,46,45.0,45.0,84.0,0.05017,0.2138,2.00e-06,0.00,0.00
2670,Blk (P2),Random,WIN ,0.9320,139,44.0,48.0,83.0,0.05381,0.2131,2.00e-06,0.00,0.00
2680,Blk (P2),Pool: gen8_mirror.pth,LOSS,-0.2250,246,46.0,49.0,84.0,0.05152,0.2124,2.00e-06,0.00,0.00
2690,Red (P1),Pool: gen9_titan.pth,LOSS,-0.1840,226,45.0,50.0,85.0,0.05778,0.2117,2.00e-06,0.00,0.00
2700,Blk (P2),Pool: gen8_titan.pth,WIN ,0.9400,117,45.0,49.0,85.0,0.05522,0.2110,2.00e-06,17.47,3.41
2710,Blk (P2),Pool: gen8_mirror.pth,LOSS,-0.3460,388,44.0,50.0,84.0,0.05342,0.2103,2.00e-06,0.00,0.00
2720,Red (P1),Self-Play,WIN ,0.9930,71,45.0,47.0,84.0,0.05811,0.2096,2.00e-06,0.00,0.00
2730,Blk (P2),Random,WIN ,0.9750,89,49.0,46.0,84.0,0.05537,0.2089,2.00e-06,0.00,0.00
2740,Red (P1),Self-Play,LOSS,-0.0240,52,49.0,45.0,84.0,0.06367,0.2082,2.00e-06,0.00,0.00
2750,Blk (P2),Self-Play,LOSS,-0.0570,92,50.0,46.0,84.0,0.06087,0.2075,2.00e-06,18.30,3.56
2760,Blk (P2),Random,LOSS,-0.0210,56,50.0,45.0,83.0,0.05847,0.2068,2.00e-06,0.00,0.00
2770,Blk (P2),Random,WIN ,1.0170,47,51.0,46.0,84.0,0.05820,0.2061,2.00e-06,0.00,0.00
2780,Blk (P2),Random,WIN ,1.0100,60,53.0,48.0,85.0,0.05798,0.2054,2.00e-06,0.00,0.00
2790,Blk (P2),Self-Play,LOSS,-0.4270,476,52.0,48.0,85.0,0.05555,0.2047,2.00e-06,0.00,0.00
2800,Blk (P2),Pool: gen9_champion.pth,WIN ,0.9110,153,51.0,48.0,85.0,0.06341,0.2040,2.00e-06,18.85,3.66
2810,Red (P1),Pool: gen8_mirror.pth,DRAW,-0.4440,500,52.0,51.0,85.0,0.06227,0.2033,2.00e-06,0.00,0.00
1510,Red (P1),Pool: gen9_champion.pth,LOSS,-0.3300,386,20.0,60.0,66.7,0.00000,0.2943,1.00e-06,0.00,0.00
1520,Blk (P2),Pool: gen8_mirror.pth,WIN ,0.9220,135,28.6,53.8,55.6,0.00000,0.2936,1.00e-06,0.00,0.00
1530,Blk (P2),Pool: gen9_titan.pth,WIN ,1.0110,39,33.3,61.1,69.2,0.00000,0.2929,1.00e-06,0.00,0.00
1540,Red (P1),Pool: gen9_champion.pth,LOSS,-0.0210,42,31.6,61.9,66.7,0.00000,0.2922,1.00e-06,0.00,0.00
1550,Red (P1),Random,WIN ,0.9900,66,30.8,54.2,61.9,0.00000,0.2915,1.00e-06,0.00,0.00
1560,Blk (P2),Pool: gen9_titan.pth,WIN ,1.0080,35,40.0,50.0,69.2,0.00000,0.2908,1.00e-06,0.00,0.00
1570,Blk (P2),Random,WIN ,1.0160,41,35.3,55.6,70.0,0.00000,0.2901,1.00e-06,0.00,0.00
1580,Red (P1),Pool: gen8_mirror.pth,LOSS,-0.0940,136,40.0,57.5,72.7,0.00000,0.2894,1.00e-06,0.00,0.00
1590,Blk (P2),Random,LOSS,-0.0940,164,38.1,56.2,72.2,0.00000,0.2887,1.00e-06,0.00,0.00
1600,Blk (P2),Pool: gen9_titan.pth,WIN ,1.0180,39,40.4,56.6,73.7,0.01693,0.2880,1.00e-06,6.31,1.60
1610,Blk (P2),Pool: gen9_champion.pth,WIN ,1.0040,38,39.2,55.9,74.4,0.01732,0.2873,1.00e-06,0.00,0.00
1620,Red (P1),Self-Play,LOSS,-0.0330,68,40.7,57.4,75.6,0.01641,0.2866,1.00e-06,0.00,0.00
1630,Red (P1),Self-Play,LOSS,-0.0110,46,41.8,55.6,75.0,0.01500,0.2859,1.00e-06,0.00,0.00
1640,Red (P1),Random,WIN ,0.9760,95,41.9,56.1,77.6,0.01357,0.2852,1.00e-06,0.00,0.00
1650,Red (P1),Random,WIN ,1.0240,46,40.5,59.2,78.4,0.01290,0.2845,1.00e-06,6.59,1.61
1660,Red (P1),Pool: gen9_titan.pth,LOSS,-0.2610,296,38.8,60.0,76.9,0.01242,0.2838,1.00e-06,0.00,0.00
1670,Red (P1),Pool: gen9_champion.pth,LOSS,-0.0080,50,37.8,57.5,74.1,0.01211,0.2831,1.00e-06,0.00,0.00
1680,Blk (P2),Pool: gen9_titan.pth,LOSS,-0.1500,178,35.8,56.5,71.9,0.01194,0.2824,1.00e-06,0.00,0.00
1690,Blk (P2),Pool: gen9_titan.pth,WIN ,1.0310,47,35.4,57.1,71.7,0.01189,0.2817,1.00e-06,0.00,0.00
1700,Red (P1),Self-Play,LOSS,-0.1030,152,36.0,56.8,70.3,0.01129,0.2810,1.00e-06,6.92,1.62
1710,Blk (P2),Self-Play,LOSS,-0.0320,74,36.0,56.0,71.0,0.01210,0.2803,1.00e-06,0.00,0.00
1720,Blk (P2),Self-Play,LOSS,-0.0140,43,38.0,54.0,72.0,0.01152,0.2796,1.00e-06,0.00,0.00
1730,Red (P1),Pool: gen9_titan.pth,LOSS,-0.3480,418,39.0,53.0,72.7,0.01208,0.2789,1.00e-06,0.00,0.00
1740,Blk (P2),Random,WIN ,1.0150,35,40.0,53.0,74.1,0.01212,0.2782,1.00e-06,0.00,0.00
1750,Red (P1),Random,WIN ,1.0140,43,40.0,52.0,74.4,0.01301,0.2775,1.00e-06,7.22,1.61
1760,Blk (P2),Self-Play,WIN ,1.0210,43,39.0,54.0,74.2,0.01124,0.2768,1.00e-06,0.00,0.00
1770,Blk (P2),Random,LOSS,-0.0480,118,38.0,53.0,74.2,0.01146,0.2761,1.00e-06,0.00,0.00
1780,Red (P1),Self-Play,LOSS,-0.0130,48,39.0,54.0,74.7,0.01184,0.2754,1.00e-06,0.00,0.00
1790,Red (P1),Self-Play,LOSS,-0.0180,46,38.0,52.0,75.3,0.01183,0.2747,1.00e-06,0.00,0.00
1800,Blk (P2),Pool: gen9_titan.pth,LOSS,-0.0400,68,36.0,51.0,75.5,0.01116,0.2740,1.00e-06,7.62,1.61
1810,Red (P1),Random,WIN ,1.0220,49,36.0,50.0,76.0,0.01239,0.2733,1.00e-06,0.00,0.00
1820,Blk (P2),Self-Play,WIN ,0.9770,87,33.0,49.0,75.0,0.01216,0.2726,1.00e-06,0.00,0.00
1830,Red (P1),Pool: gen8_titan.pth,LOSS,-0.3570,406,33.0,48.0,75.0,0.01227,0.2719,1.00e-06,0.00,0.00
1840,Blk (P2),Pool: gen9_champion.pth,WIN ,1.0080,35,31.0,49.0,76.0,0.01165,0.2712,1.00e-06,0.00,0.00
1850,Red (P1),Random,WIN ,1.0250,39,33.0,47.0,77.0,0.01182,0.2705,1.00e-06,8.24,1.60
1860,Red (P1),Pool: gen8_mirror.pth,LOSS,-0.0190,54,34.0,45.0,77.0,0.01150,0.2698,1.00e-06,0.00,0.00
1870,Red (P1),Self-Play,LOSS,-0.0560,112,33.0,47.0,76.0,0.01202,0.2691,1.00e-06,0.00,0.00
1880,Red (P1),Self-Play,LOSS,-0.0190,54,38.0,46.0,78.0,0.01232,0.2684,1.00e-06,0.00,0.00
1890,Blk (P2),Random,WIN ,0.9920,64,39.0,47.0,79.0,0.01303,0.2677,1.00e-06,0.00,0.00
1900,Red (P1),Pool: gen9_titan.pth,LOSS,-0.0340,48,38.0,47.0,78.0,0.01275,0.2670,1.00e-06,8.75,1.60
1910,Red (P1),Random,WIN ,1.0050,45,38.0,47.0,78.0,0.01337,0.2663,1.00e-06,0.00,0.00
1920,Red (P1),Random,WIN ,0.9380,133,38.0,48.0,79.0,0.01401,0.2656,1.00e-06,0.00,0.00
1930,Red (P1),Pool: gen9_titan.pth,WIN ,0.9860,71,39.0,50.0,79.0,0.01367,0.2649,1.00e-06,0.00,0.00
1940,Red (P1),Random,WIN ,1.0280,43,39.0,52.0,80.0,0.01413,0.2642,1.00e-06,0.00,0.00
1950,Blk (P2),Random,WIN ,0.9840,73,40.0,51.0,79.0,0.01308,0.2635,1.00e-06,9.33,1.59
1960,Blk (P2),Random,WIN ,0.9380,133,40.0,53.0,79.0,0.01390,0.2628,1.00e-06,0.00,0.00
1970,Blk (P2),Self-Play,WIN ,0.9150,149,40.0,55.0,79.0,0.01458,0.2621,1.00e-06,0.00,0.00
1980,Red (P1),Random,WIN ,0.9770,87,43.0,53.0,82.0,0.01541,0.2614,1.00e-06,0.00,0.00
1990,Blk (P2),Pool: gen8_mirror.pth,LOSS,-0.0450,52,45.0,53.0,83.0,0.01528,0.2607,1.00e-06,0.00,0.00
2000,Red (P1),Pool: gen9_champion.pth,WIN ,0.9770,87,46.0,53.0,84.0,0.01703,0.2600,5.00e-07,9.98,1.58
2010,Blk (P2),Random,WIN ,1.0230,41,46.0,55.0,86.0,0.01613,0.2593,5.00e-07,0.00,0.00
2020,Blk (P2),Random,WIN ,1.0190,45,47.0,58.0,87.0,0.01732,0.2586,5.00e-07,0.00,0.00
2030,Blk (P2),Pool: gen9_champion.pth,WIN ,0.9700,87,47.0,59.0,87.0,0.01820,0.2579,5.00e-07,0.00,0.00
2040,Blk (P2),Pool: gen9_titan.pth,WIN ,1.0080,35,50.0,59.0,88.0,0.01739,0.2572,5.00e-07,0.00,0.00
2050,Red (P1),Random,LOSS,-0.0080,49,48.0,58.0,87.0,0.01741,0.2565,5.00e-07,10.43,1.57
2060,Blk (P2),Self-Play,LOSS,-0.0350,56,48.0,58.0,87.0,0.01688,0.2558,5.00e-07,0.00,0.00
2070,Red (P1),Pool: gen9_titan.pth,WIN ,0.8250,239,47.0,57.0,86.0,0.01796,0.2551,5.00e-07,0.00,0.00
2080,Red (P1),Random,WIN ,0.9980,59,47.0,56.0,86.0,0.01794,0.2544,5.00e-07,0.00,0.00
2090,Red (P1),Pool: gen8_titan.pth,WIN ,0.8910,173,48.0,59.0,87.0,0.01846,0.2537,5.00e-07,0.00,0.00
2100,Blk (P2),Pool: gen8_titan.pth,LOSS,-0.0890,152,47.0,59.0,87.0,0.01900,0.2530,5.00e-07,10.83,1.58
