Episode,Side,Opponent,Result,Reward,Steps,P1_WinRate,P2_WinRate,vsRandom_WinRate,Loss,Epsilon,LR,MaxQ,AvgQ
2330,Blk (P2),Random,WIN ,1.5487,43,54.0,60.0,61.0,0.00793,0.2204,1.00e-06,0.00,0.00
2340,Red (P1),Random,WIN ,1.5488,45,53.0,59.0,59.0,0.00752,0.2192,1.00e-06,0.00,0.00
2350,Blk (P2),Random,WIN ,1.5475,69,54.0,58.0,57.0,0.00719,0.2180,1.00e-06,3.70,2.11
2360,Blk (P2),Random,WIN ,1.5479,59,54.0,60.0,58.0,0.00774,0.2168,1.00e-06,0.00,0.00
2370,Blk (P2),Self-Play,LOSS,0.2971,69,53.0,60.0,56.0,0.00773,0.2156,1.00e-06,0.00,0.00
2380,Red (P1),Random,WIN ,1.4984,47,53.0,60.0,54.0,0.00520,0.2144,1.00e-06,0.00,0.00
2390,Blk (P2),Random,WIN ,1.5480,63,55.0,61.0,58.0,0.00702,0.2132,1.00e-06,0.00,0.00
2400,Red (P1),Random,WIN ,1.5465,91,53.0,60.0,58.0,0.00633,0.2120,1.00e-06,3.75,2.08
2410,Red (P1),Random,WIN ,1.5480,61,54.0,60.0,60.0,0.00725,0.2108,1.00e-06,0.00,0.00
2420,Blk (P2),Random,LOSS,0.4913,191,54.0,61.0,59.0,0.00903,0.2096,1.00e-06,0.00,0.00
2430,Blk (P2),Random,WIN ,1.4991,38,55.0,63.0,62.0,0.00722,0.2084,1.00e-06,0.00,0.00
2440,Red (P1),Random,DRAW,0.5406,208,54.0,63.0,65.0,0.00637,0.2072,1.00e-06,0.00,0.00
2450,Red (P1),Random,DRAW,0.4938,143,53.0,63.0,63.0,0.00711,0.2060,1.00e-06,3.81,2.05
2460,Blk (P2),Random,WIN ,1.5447,129,54.0,60.0,60.0,0.00906,0.2048,1.00e-06,0.00,0.00
2470,Red (P1),Random,LOSS,0.4437,142,52.0,61.0,60.0,0.00744,0.2036,1.00e-06,0.00,0.00
2480,Blk (P2),Random,LOSS,0.2960,91,50.0,62.0,60.0,0.00862,0.2024,1.00e-06,0.00,0.00
2490,Red (P1),Random,WIN ,1.5455,107,52.0,61.0,60.0,0.00662,0.2012,1.00e-06,0.00,0.00
2500,Red (P1),Random,WIN ,1.5483,55,51.0,61.0,57.0,0.00647,0.2000,1.00e-06,3.87,2.03
2510,Red (P1),Random,WIN ,1.5437,147,54.0,62.0,60.0,0.00518,0.1988,1.00e-06,0.00,0.00
2520,Red (P1),Random,LOSS,0.1984,40,54.0,61.0,59.0,0.00733,0.1976,1.00e-06,0.00,0.00
2530,Blk (P2),Random,LOSS,0.3483,48,55.0,61.0,59.0,0.00789,0.1964,1.00e-06,0.00,0.00
2540,Red (P1),Random,WIN ,1.5477,65,56.0,62.0,58.0,0.00650,0.1952,1.00e-06,0.00,0.00
2550,Red (P1),Random,WIN ,1.5468,83,55.0,62.0,57.0,0.00556,0.1940,1.00e-06,3.91,2.00
2560,Red (P1),Random,WIN ,1.4486,44,55.0,62.0,60.0,0.00588,0.1928,1.00e-06,0.00,0.00
2570,Blk (P2),Random,WIN ,1.5491,37,58.0,63.0,63.0,0.00635,0.1916,1.00e-06,0.00,0.00
2580,Red (P1),Random,LOSS,0.5465,88,57.0,63.0,62.0,0.00608,0.1904,1.00e-06,0.00,0.00
2590,Blk (P2),Random,WIN ,1.4479,58,55.0,65.0,64.0,0.00653,0.1892,1.00e-06,0.00,0.00
2600,Red (P1),Random,WIN ,1.5487,49,58.0,65.0,66.0,0.00813,0.1880,1.00e-06,3.95,1.97
2610,Red (P1),Random,WIN ,1.4982,57,56.0,64.0,65.0,0.00863,0.1868,1.00e-06,0.00,0.00
2620,Blk (P2),Random,WIN ,1.5455,109,57.0,64.0,64.0,0.00744,0.1856,1.00e-06,0.00,0.00
2630,Red (P1),Random,LOSS,0.5437,142,56.0,63.0,63.0,0.00619,0.1844,1.00e-06,0.00,0.00
2640,Red (P1),Random,WIN ,1.5422,175,58.0,64.0,66.0,0.00652,0.1832,1.00e-06,0.00,0.00
2650,Red (P1),Random,WIN ,1.5486,51,59.0,64.0,67.0,0.00637,0.1820,1.00e-06,4.04,1.94
2660,Blk (P2),Random,WIN ,1.5485,49,57.0,65.0,66.0,0.00874,0.1808,1.00e-06,0.00,0.00
2670,Blk (P2),Random,WIN ,1.4489,36,60.0,66.0,67.0,0.01009,0.1796,1.00e-06,0.00,0.00
2680,Blk (P2),Random,LOSS,0.2483,44,61.0,65.0,64.0,0.00845,0.1784,1.00e-06,0.00,0.00
2690,Red (P1),Random,WIN ,1.5471,79,61.0,67.0,67.0,0.00835,0.1772,1.00e-06,0.00,0.00
2700,Red (P1),Random,LOSS,0.2484,42,62.0,67.0,65.0,0.01060,0.1760,1.00e-06,4.12,1.90
2710,Blk (P2),Random,WIN ,1.5485,49,62.0,70.0,68.0,0.00783,0.1748,1.00e-06,0.00,0.00
2720,Red (P1),Self-Play,LOSS,0.3477,60,59.0,68.0,67.0,0.00655,0.1736,1.00e-06,0.00,0.00
2730,Red (P1),Random,WIN ,1.4986,49,61.0,69.0,68.0,0.00556,0.1724,1.00e-06,0.00,0.00
2740,Red (P1),Random,WIN ,1.4991,36,59.0,69.0,66.0,0.00595,0.1712,1.00e-06,0.00,0.00
2750,Blk (P2),Random,LOSS,0.3982,50,60.0,69.0,66.0,0.01017,0.1700,1.00e-06,4.19,1.88
2760,Red (P1),Random,WIN ,1.5413,195,61.0,71.0,68.0,0.00783,0.1688,1.00e-06,0.00,0.00
2770,Red (P1),Random,WIN ,1.5487,45,58.0,71.0,66.0,0.00581,0.1676,1.00e-06,0.00,0.00
2780,Red (P1),Random,WIN ,1.5485,53,59.0,72.0,67.0,0.00839,0.1664,1.00e-06,0.00,0.00
2790,Red (P1),Random,LOSS,0.4958,102,58.0,74.0,68.0,0.00694,0.1652,1.00e-06,0.00,0.00
2800,Blk (P2),Random,WIN ,1.5485,53,59.0,74.0,69.0,0.01046,0.1640,1.00e-06,4.29,1.86
2810,Red (P1),Self-Play,LOSS,0.1985,38,58.0,73.0,67.0,0.00695,0.1628,1.00e-06,0.00,0.00
2820,Red (P1),Random,WIN ,1.5426,165,58.0,73.0,64.0,0.00597,0.1616,1.00e-06,0.00,0.00
2830,Red (P1),Random,LOSS,0.2977,58,57.0,70.0,62.0,0.00655,0.1604,1.00e-06,0.00,0.00
2840,Red (P1),Random,WIN ,1.4468,82,56.0,71.0,60.0,0.00691,0.1592,1.00e-06,0.00,0.00
2850,Red (P1),Random,WIN ,1.5489,43,55.0,68.0,57.0,0.00651,0.1580,1.00e-06,4.39,1.82
2860,Red (P1),Random,WIN ,1.5459,105,53.0,65.0,56.0,0.00786,0.1568,1.00e-06,0.00,0.00
2870,Red (P1),Random,WIN ,1.5483,53,54.0,66.0,56.0,0.00809,0.1556,1.00e-06,0.00,0.00
2880,Red (P1),Random,WIN ,1.5427,169,54.0,66.0,57.0,0.00634,0.1544,1.00e-06,0.00,0.00
2890,Red (P1),Random,LOSS,0.1982,44,56.0,66.0,57.0,0.00858,0.1532,1.00e-06,0.00,0.00
2900,Red (P1),Self-Play,DRAW,0.5431,157,55.0,63.0,53.0,0.00724,0.1520,1.00e-06,4.47,1.80
2910,Red (P1),Random,WIN ,1.4988,43,58.0,63.0,56.0,0.01003,0.1508,1.00e-06,0.00,0.00
2920,Blk (P2),Random,WIN ,1.4990,37,60.0,64.0,61.0,0.00912,0.1496,1.00e-06,0.00,0.00
2930,Blk (P2),Random,WIN ,1.5490,39,59.0,65.0,62.0,0.00829,0.1484,1.00e-06,0.00,0.00
2940,Red (P1),Random,WIN ,1.5487,43,61.0,63.0,65.0,0.00945,0.1472,1.00e-06,0.00,0.00
2950,Blk (P2),Random,LOSS,0.5482,54,64.0,62.0,67.0,0.01178,0.1460,1.00e-06,4.54,1.80
2960,Red (P1),Random,LOSS,0.4402,210,63.0,62.0,68.0,0.00809,0.1448,1.00e-06,0.00,0.00
2970,Blk (P2),Random,LOSS,0.4962,94,63.0,59.0,67.0,0.01005,0.1436,1.00e-06,0.00,0.00
2980,Red (P1),Random,WIN ,1.4961,99,63.0,58.0,67.0,0.00929,0.1424,1.00e-06,0.00,0.00
2990,Red (P1),Random,WIN ,1.5488,45,64.0,55.0,65.0,0.00870,0.1412,1.00e-06,0.00,0.00
3000,Red (P1),Self-Play,LOSS,0.2475,58,66.0,53.0,67.0,0.00978,0.1400,1.00e-06,4.62,1.77
3010,Blk (P2),Random,WIN ,1.5427,168,66.0,53.0,69.0,0.01020,0.1388,1.00e-06,0.00,0.00
3020,Blk (P2),Random,WIN ,1.5470,81,68.0,50.0,66.0,0.01373,0.1376,1.00e-06,0.00,0.00
3030,Red (P1),Random,LOSS,0.3955,106,67.0,52.0,65.0,0.00820,0.1364,1.00e-06,0.00,0.00
3040,Red (P1),Random,DRAW,0.3936,146,68.0,54.0,64.0,0.00743,0.1352,1.00e-06,0.00,0.00
3050,Blk (P2),Self-Play,DRAW,0.2911,189,68.0,52.0,65.0,0.01082,0.1340,1.00e-06,4.73,1.75
3060,Red (P1),Random,LOSS,0.2981,48,68.0,54.0,63.0,0.00824,0.1328,1.00e-06,0.00,0.00
3070,Red (P1),Self-Play,LOSS,0.0483,36,66.0,55.0,64.0,0.01042,0.1316,1.00e-06,0.00,0.00
3080,Red (P1),Self-Play,LOSS,0.1980,48,65.0,55.0,66.0,0.01156,0.1304,1.00e-06,0.00,0.00
3090,Blk (P2),Self-Play,DRAW,0.4886,246,68.0,55.0,68.0,0.01116,0.1292,1.00e-06,0.00,0.00
3100,Blk (P2),Random,LOSS,0.4956,104,66.0,54.0,69.0,0.00965,0.1280,1.00e-06,4.81,1.74
3110,Blk (P2),Random,LOSS,0.4927,166,63.0,55.0,67.0,0.00938,0.1268,1.00e-06,0.00,0.00
3120,Blk (P2),Self-Play,LOSS,0.1481,44,63.0,55.0,68.0,0.01048,0.1256,1.00e-06,0.00,0.00
3130,Blk (P2),Random,WIN ,1.4986,48,61.0,55.0,65.0,0.00870,0.1244,1.00e-06,0.00,0.00
3140,Blk (P2),Random,WIN ,1.5462,95,60.0,54.0,68.0,0.01016,0.1232,1.00e-06,0.00,0.00
3150,Red (P1),Random,WIN ,1.5487,47,61.0,54.0,67.0,0.01070,0.1220,1.00e-06,4.89,1.72
3160,Red (P1),Self-Play,DRAW,0.4913,193,57.0,53.0,64.0,0.00710,0.1208,1.00e-06,0.00,0.00
3170,Blk (P2),Random,WIN ,1.5427,165,57.0,55.0,67.0,0.01214,0.1196,1.00e-06,0.00,0.00
3180,Blk (P2),Random,LOSS,0.1979,47,56.0,52.0,65.0,0.00851,0.1184,1.00e-06,0.00,0.00
3190,Blk (P2),Random,LOSS,0.3979,56,55.0,53.0,66.0,0.01182,0.1172,1.00e-06,0.00,0.00
3200,Blk (P2),Self-Play,LOSS,0.4480,54,56.0,55.0,68.0,0.01244,0.1160,1.00e-06,5.04,1.72
3210,Red (P1),Random,WIN ,1.4481,55,56.0,55.0,66.0,0.00823,0.1148,1.00e-06,0.00,0.00
3220,Blk (P2),Random,WIN ,1.5487,43,57.0,52.0,63.0,0.00803,0.1136,1.00e-06,0.00,0.00
3230,Blk (P2),Random,DRAW,0.5423,175,55.0,53.0,63.0,0.01191,0.1124,1.00e-06,0.00,0.00
3240,Blk (P2),Random,WIN ,1.5490,41,54.0,51.0,61.0,0.00930,0.1112,1.00e-06,0.00,0.00
3250,Blk (P2),Random,WIN ,1.4901,215,53.0,53.0,62.0,0.01560,0.1100,1.00e-06,5.94,1.68
3260,Blk (P2),Random,LOSS,0.4462,92,51.0,52.0,59.0,0.01103,0.1088,1.00e-06,0.00,0.00
3270,Blk (P2),Random,WIN ,1.5433,155,51.0,53.0,58.0,0.01422,0.1076,1.00e-06,0.00,0.00
3280,Red (P1),Random,WIN ,1.5432,159,51.0,52.0,61.0,0.00883,0.1064,1.00e-06,0.00,0.00
3290,Blk (P2),Self-Play,WIN ,1.5487,47,47.0,53.0,61.0,0.01162,0.1052,1.00e-06,0.00,0.00
3300,Blk (P2),Random,WIN ,1.5432,157,48.0,53.0,60.0,0.01361,0.1040,1.00e-06,6.10,1.65
3310,Blk (P2),Self-Play,LOSS,0.2468,74,49.0,54.0,62.0,0.01503,0.1028,1.00e-06,0.00,0.00
3320,Blk (P2),Self-Play,LOSS,0.3456,100,50.0,54.0,63.0,0.01033,0.1016,1.00e-06,0.00,0.00
3330,Blk (P2),Random,WIN ,1.4991,36,49.0,55.0,64.0,0.01134,0.1004,1.00e-06,0.00,0.00
3340,Blk (P2),Self-Play,LOSS,0.4425,164,49.0,55.0,65.0,0.01332,0.0992,1.00e-06,0.00,0.00
3350,Red (P1),Random,WIN ,1.5440,143,50.0,56.0,66.0,0.01048,0.0980,1.00e-06,6.26,1.63
3360,Red (P1),Random,WIN ,1.4433,152,51.0,56.0,67.0,0.00974,0.0968,1.00e-06,0.00,0.00
3370,Red (P1),Random,DRAW,0.4914,191,51.0,58.0,71.0,0.00872,0.0956,1.00e-06,0.00,0.00
3380,Blk (P2),Random,WIN ,1.5490,41,49.0,58.0,69.0,0.01118,0.0944,1.00e-06,0.00,0.00
3390,Blk (P2),Random,WIN ,1.4984,49,51.0,59.0,71.0,0.01137,0.0932,1.00e-06,0.00,0.00
3400,Red (P1),Random,WIN ,1.4968,78,50.0,60.0,72.0,0.00853,0.0920,1.00e-06,6.46,1.61
3410,Red (P1),Random,WIN ,1.5488,45,50.0,58.0,73.0,0.01634,0.0908,1.00e-06,0.00,0.00
3420,Red (P1),Random,WIN ,1.5483,53,54.0,59.0,75.0,0.00965,0.0896,1.00e-06,0.00,0.00
3430,Blk (P2),Random,WIN ,1.4984,53,58.0,62.0,78.0,0.00832,0.0884,1.00e-06,0.00,0.00
3440,Blk (P2),Self-Play,DRAW,0.4856,307,58.0,64.0,79.0,0.01971,0.0872,1.00e-06,0.00,0.00
3450,Blk (P2),Random,LOSS,0.3938,138,58.0,65.0,75.0,0.01280,0.0860,1.00e-06,6.66,1.61
3460,Red (P1),Random,WIN ,1.5455,109,58.0,63.0,71.0,0.01064,0.0848,1.00e-06,0.00,0.00
3470,Blk (P2),Random,WIN ,1.4489,36,59.0,65.0,71.0,0.01370,0.0836,1.00e-06,0.00,0.00
3480,Blk (P2),Random,LOSS,0.4463,92,60.0,64.0,71.0,0.01495,0.0824,1.00e-06,0.00,0.00
3490,Red (P1),Random,WIN ,1.5447,127,62.0,65.0,71.0,0.00922,0.0812,1.00e-06,0.00,0.00
3500,Red (P1),Random,WIN ,1.5486,51,64.0,65.0,77.0,0.01372,0.0800,1.00e-06,6.84,1.59
3510,Blk (P2),Random,LOSS,0.4472,70,67.0,65.0,77.0,0.01392,0.0788,1.00e-06,0.00,0.00
3520,Blk (P2),Random,WIN ,1.5487,45,67.0,64.0,75.0,0.01196,0.0776,1.00e-06,0.00,0.00
3530,Blk (P2),Random,DRAW,0.5408,205,67.0,65.0,77.0,0.01798,0.0764,1.00e-06,0.00,0.00
3540,Blk (P2),Random,WIN ,1.5471,77,66.0,65.0,76.0,0.01388,0.0752,1.00e-06,0.00,0.00
3550,Blk (P2),Random,WIN ,1.5462,99,64.0,67.0,74.0,0.01416,0.0740,1.00e-06,7.06,1.59
3560,Blk (P2),Random,WIN ,1.5461,99,63.0,66.0,73.0,0.01616,0.0728,1.00e-06,0.00,0.00
3570,Red (P1),Self-Play,LOSS,0.3843,328,65.0,63.0,72.0,0.00824,0.0716,1.00e-06,0.00,0.00
3580,Red (P1),Random,WIN ,1.4986,45,66.0,62.0,73.0,0.01466,0.0704,1.00e-06,0.00,0.00
3590,Red (P1),Self-Play,WIN ,1.5486,45,69.0,60.0,75.0,0.00846,0.0692,1.00e-06,0.00,0.00
3600,Blk (P2),Random,WIN ,1.5457,105,67.0,62.0,76.0,0.01598,0.0680,1.00e-06,7.25,1.58
3610,Blk (P2),Random,WIN ,1.5480,63,67.0,60.0,73.0,0.01832,0.0668,1.00e-06,0.00,0.00
3620,Red (P1),Random,LOSS,0.1983,42,66.0,58.0,70.0,0.01701,0.0656,1.00e-06,0.00,0.00
3630,Blk (P2),Random,WIN ,1.5425,169,65.0,58.0,69.0,0.01681,0.0644,1.00e-06,0.00,0.00
3640,Blk (P2),Self-Play,LOSS,0.1483,40,64.0,59.0,68.0,0.01752,0.0632,1.00e-06,0.00,0.00
3650,Red (P1),Random,WIN ,1.5474,71,63.0,59.0,69.0,0.01063,0.0620,1.00e-06,7.47,1.57
3660,Red (P1),Random,LOSS,0.5454,112,63.0,60.0,70.0,0.01506,0.0608,1.00e-06,0.00,0.00
3670,Red (P1),Random,LOSS,0.1982,44,63.0,58.0,66.0,0.01185,0.0596,1.00e-06,0.00,0.00
3680,Red (P1),Random,WIN ,1.5469,83,63.0,58.0,67.0,0.00959,0.0584,1.00e-06,0.00,0.00
3690,Blk (P2),Random,LOSS,0.4456,104,60.0,55.0,67.0,0.01973,0.0572,1.00e-06,0.00,0.00
3700,Red (P1),Random,LOSS,0.3975,65,58.0,55.0,67.0,0.01111,0.0560,1.00e-06,7.75,1.57
3710,Blk (P2),Random,WIN ,1.4989,40,57.0,54.0,67.0,0.01413,0.0548,1.00e-06,0.00,0.00
3720,Blk (P2),Self-Play,LOSS,0.1983,42,57.0,53.0,66.0,0.02149,0.0536,1.00e-06,0.00,0.00
3730,Blk (P2),Random,LOSS,0.2481,48,57.0,50.0,65.0,0.01656,0.0524,1.00e-06,0.00,0.00
3740,Red (P1),Random,WIN ,1.5489,43,56.0,49.0,64.0,0.01228,0.0512,1.00e-06,0.00,0.00
3750,Blk (P2),Self-Play,DRAW,0.4444,129,55.0,47.0,62.0,0.01588,0.0500,1.00e-06,7.98,1.57
3760,Red (P1),Random,WIN ,1.4482,51,56.0,48.0,62.0,0.01024,0.0488,1.00e-06,0.00,0.00
3770,Red (P1),Self-Play,WIN ,1.4988,41,57.0,49.0,63.0,0.01725,0.0476,1.00e-06,0.00,0.00
3780,Blk (P2),Random,LOSS,0.3486,40,59.0,48.0,60.0,0.01665,0.0464,1.00e-06,0.00,0.00
3790,Blk (P2),Random,WIN ,1.5490,37,58.0,47.0,58.0,0.01473,0.0452,1.00e-06,0.00,0.00
3800,Blk (P2),Self-Play,DRAW,0.3432,150,59.0,46.0,61.0,0.01378,0.0440,1.00e-06,8.22,1.56
3810,Red (P1),Random,WIN ,1.5488,45,58.0,47.0,61.0,0.01312,0.0428,1.00e-06,0.00,0.00
3820,Red (P1),Random,WIN ,1.5423,172,58.0,49.0,63.0,0.01333,0.0416,1.00e-06,0.00,0.00
3830,Red (P1),Random,WIN ,1.3986,42,57.0,50.0,64.0,0.01739,0.0404,1.00e-06,0.00,0.00
3840,Red (P1),Random,WIN ,1.4988,37,59.0,49.0,65.0,0.01455,0.0392,1.00e-06,0.00,0.00
3850,Blk (P2),Self-Play,WIN ,1.4986,45,59.0,50.0,65.0,0.01816,0.0380,1.00e-06,8.45,1.57
3860,Red (P1),Random,WIN ,1.4958,103,62.0,50.0,69.0,0.01200,0.0368,1.00e-06,0.00,0.00
3870,Red (P1),Self-Play,LOSS,0.1484,39,63.0,50.0,72.0,0.01816,0.0356,1.00e-06,0.00,0.00
3880,Blk (P2),Self-Play,DRAW,0.4939,139,63.0,52.0,76.0,0.01941,0.0344,1.00e-06,0.00,0.00
3890,Blk (P2),Random,WIN ,1.5488,43,64.0,52.0,74.0,0.01420,0.0332,1.00e-06,0.00,0.00
3900,Red (P1),Self-Play,LOSS,0.2982,48,64.0,53.0,73.0,0.01532,0.0320,1.00e-06,8.71,1.56
3910,Red (P1),Random,WIN ,1.5397,225,63.0,55.0,75.0,0.01131,0.0308,1.00e-06,0.00,0.00
3920,Red (P1),Random,WIN ,1.5481,59,64.0,56.0,79.0,0.01310,0.0296,1.00e-06,0.00,0.00
3930,Blk (P2),Random,WIN ,1.5477,69,66.0,58.0,80.0,0.02019,0.0284,1.00e-06,0.00,0.00
3940,Blk (P2),Self-Play,DRAW,0.3941,131,68.0,58.0,82.0,0.01590,0.0272,1.00e-06,0.00,0.00
3950,Blk (P2),Random,WIN ,1.5490,37,69.0,59.0,77.0,0.02221,0.0260,1.00e-06,8.94,1.56
3960,Red (P1),Self-Play,WIN ,1.4986,45,70.0,59.0,76.0,0.01678,0.0248,1.00e-06,0.00,0.00
3970,Blk (P2),Self-Play,LOSS,0.1481,44,70.0,57.0,76.0,0.01453,0.0236,1.00e-06,0.00,0.00
3980,Blk (P2),Random,WIN ,1.5488,43,71.0,59.0,76.0,0.02552,0.0224,1.00e-06,0.00,0.00
3990,Red (P1),Random,WIN ,1.5461,97,72.0,59.0,75.0,0.02227,0.0212,1.00e-06,0.00,0.00
4000,Blk (P2),Random,WIN ,1.5487,47,72.0,62.0,75.0,0.02048,0.0200,1.00e-06,9.14,1.56
4010,Blk (P2),Self-Play,DRAW,0.3939,138,74.0,62.0,73.0,0.02007,0.0200,1.00e-06,0.00,0.00
4020,Red (P1),Random,WIN ,1.5483,55,74.0,63.0,75.0,0.01218,0.0200,1.00e-06,0.00,0.00
4030,Red (P1),Self-Play,WIN ,1.5488,39,75.0,62.0,76.0,0.01247,0.0200,1.00e-06,0.00,0.00
4040,Red (P1),Random,WIN ,1.4983,55,76.0,60.0,74.0,0.02074,0.0200,1.00e-06,0.00,0.00
4050,Red (P1),Random,LOSS,0.2979,51,74.0,60.0,71.0,0.01759,0.0200,1.00e-06,9.37,1.56
4060,Blk (P2),Random,WIN ,1.5460,103,74.0,61.0,70.0,0.02142,0.0200,1.00e-06,0.00,0.00
4070,Blk (P2),Random,LOSS,0.3933,148,75.0,59.0,72.0,0.02058,0.0200,1.00e-06,0.00,0.00
4080,Blk (P2),Random,WIN ,1.5493,35,77.0,59.0,74.0,0.01906,0.0200,1.00e-06,0.00,0.00
4090,Blk (P2),Random,LOSS,0.4933,152,76.0,58.0,70.0,0.02251,0.0200,1.00e-06,0.00,0.00
4100,Red (P1),Random,WIN ,1.5487,45,80.0,59.0,72.0,0.01733,0.0200,1.00e-06,9.64,1.56
4110,Blk (P2),Self-Play,LOSS,0.3969,74,78.0,57.0,69.0,0.01837,0.0200,1.00e-06,0.00,0.00
4120,Blk (P2),Random,WIN ,1.5429,165,77.0,57.0,69.0,0.02524,0.0200,1.00e-06,0.00,0.00
4130,Red (P1),Self-Play,WIN ,1.5483,53,78.0,57.0,72.0,0.01465,0.0200,1.00e-06,0.00,0.00
4140,Blk (P2),Self-Play,LOSS,0.4410,196,78.0,58.0,72.0,0.02874,0.0200,1.00e-06,0.00,0.00
4150,Red (P1),Random,WIN ,1.5478,65,79.0,59.0,72.0,0.01938,0.0200,1.00e-06,8.28,1.62
4160,Blk (P2),Random,LOSS,0.1982,42,76.0,60.0,72.0,0.02540,0.0200,1.00e-06,0.00,0.00
4170,Red (P1),Random,WIN ,1.3988,40,77.0,58.0,72.0,0.02062,0.0200,1.00e-06,0.00,0.00
4180,Blk (P2),Random,WIN ,1.5445,133,75.0,59.0,71.0,0.02659,0.0200,1.00e-06,0.00,0.00
4190,Red (P1),Random,WIN ,1.5486,45,77.0,58.0,70.0,0.01158,0.0200,1.00e-06,0.00,0.00
4200,Blk (P2),Random,WIN ,1.4989,43,78.0,58.0,71.0,0.02987,0.0200,1.00e-06,9.33,2.05
4210,Red (P1),Random,WIN ,1.5489,43,79.0,56.0,73.0,0.01378,0.0200,1.00e-06,0.00,0.00
4220,Red (P1),Self-Play,WIN ,1.5486,49,80.0,54.0,71.0,0.01939,0.0200,1.00e-06,0.00,0.00
4230,Red (P1),Random,WIN ,1.5487,45,81.0,52.0,71.0,0.02327,0.0200,1.00e-06,0.00,0.00
4240,Red (P1),Random,WIN ,1.5486,49,79.0,51.0,72.0,0.01738,0.0200,1.00e-06,0.00,0.00
4250,Blk (P2),Random,WIN ,1.5488,45,80.0,53.0,70.0,0.01478,0.0200,1.00e-06,9.56,2.06
4260,Blk (P2),Random,WIN ,1.5467,87,79.0,53.0,69.0,0.02331,0.0200,1.00e-06,0.00,0.00
4270,Red (P1),Random,WIN ,1.5486,49,79.0,49.0,68.0,0.02359,0.0200,1.00e-06,0.00,0.00
4280,Blk (P2),Random,LOSS,0.3956,104,81.0,47.0,65.0,0.02188,0.0200,1.00e-06,0.00,0.00
4290,Red (P1),Self-Play,WIN ,1.5466,87,80.0,45.0,63.0,0.02096,0.0200,1.00e-06,0.00,0.00
4300,Blk (P2),Random,WIN ,1.4471,76,82.0,45.0,64.0,0.02257,0.0200,1.00e-06,9.85,2.08
4310,Blk (P2),Random,WIN ,1.4928,164,81.0,47.0,67.0,0.02490,0.0200,1.00e-06,0.00,0.00
4320,Red (P1),Random,DRAW,0.4939,141,80.0,48.0,69.0,0.01219,0.0200,1.00e-06,0.00,0.00
4330,Red (P1),Self-Play,DRAW,0.4904,211,78.0,48.0,68.0,0.01322,0.0200,1.00e-06,0.00,0.00
4340,Blk (P2),Random,WIN ,1.4991,33,77.0,44.0,67.0,0.02979,0.0200,1.00e-06,0.00,0.00
4350,Blk (P2),Random,WIN ,1.5491,37,78.0,44.0,68.0,0.02599,0.0200,1.00e-06,10.13,2.09
4360,Blk (P2),Random,LOSS,0.3983,50,76.0,43.0,67.0,0.02261,0.0200,1.00e-06,0.00,0.00
4370,Red (P1),Random,WIN ,1.5452,119,75.0,46.0,69.0,0.01283,0.0200,1.00e-06,0.00,0.00
4380,Blk (P2),Random,WIN ,1.5409,201,75.0,48.0,68.0,0.03277,0.0200,1.00e-06,0.00,0.00
4390,Blk (P2),Random,WIN ,1.4987,47,74.0,48.0,68.0,0.01511,0.0200,1.00e-06,0.00,0.00
4400,Red (P1),Random,WIN ,1.5455,111,75.0,49.0,70.0,0.02165,0.0200,1.00e-06,10.39,2.11
4410,Red (P1),Random,WIN ,1.4987,45,71.0,49.0,73.0,0.03048,0.0200,1.00e-06,0.00,0.00
4420,Red (P1),Random,WIN ,1.5487,47,70.0,47.0,70.0,0.02949,0.0200,1.00e-06,0.00,0.00
4430,Blk (P2),Random,WIN ,1.5485,53,70.0,48.0,67.0,0.03339,0.0200,1.00e-06,0.00,0.00
4440,Red (P1),Random,WIN ,1.5444,133,69.0,47.0,65.0,0.02142,0.0200,1.00e-06,0.00,0.00
4450,Red (P1),Self-Play,WIN ,1.5487,43,70.0,46.0,66.0,0.02829,0.0200,1.00e-06,10.61,2.12
4460,Blk (P2),Random,WIN ,1.5469,85,70.0,49.0,69.0,0.03015,0.0200,1.00e-06,0.00,0.00
4470,Red (P1),Self-Play,WIN ,1.5487,43,71.0,52.0,69.0,0.02677,0.0200,1.00e-06,0.00,0.00
4480,Red (P1),Random,LOSS,0.3418,178,69.0,53.0,65.0,0.01893,0.0200,1.00e-06,0.00,0.00
4490,Red (P1),Random,WIN ,1.5489,43,69.0,50.0,64.0,0.02777,0.0200,1.00e-06,0.00,0.00
4500,Red (P1),Random,WIN ,1.4987,43,69.0,49.0,63.0,0.01876,0.0200,1.00e-06,10.86,2.13
4510,Red (P1),Random,WIN ,1.5487,45,68.0,48.0,63.0,0.02017,0.0200,1.00e-06,0.00,0.00
4520,Red (P1),Random,DRAW,0.3922,169,68.0,50.0,62.0,0.01879,0.0200,1.00e-06,0.00,0.00
4530,Blk (P2),Random,WIN ,1.4982,53,68.0,51.0,59.0,0.02470,0.0200,1.00e-06,0.00,0.00
4540,Red (P1),Random,WIN ,1.5443,137,70.0,51.0,64.0,0.01970,0.0200,1.00e-06,0.00,0.00
4550,Red (P1),Random,WIN ,1.5455,109,71.0,52.0,68.0,0.01637,0.0200,1.00e-06,11.13,2.15
4560,Blk (P2),Random,WIN ,1.5488,45,72.0,53.0,70.0,0.03452,0.0200,1.00e-06,0.00,0.00
